symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27993,0.27994,0.27994,0.27993,,2495.93751,8163.0,2285.15022,26,1771188720000
IOSTUSDT,0.001263,0.001263,0.001263,0.001263,,359.76555,284850.0,359.76555,8,1771188720000
CRVUSDT,0.248,0.249,0.249,0.248,,101.715,84.6,21.0654,8,1771188720000
XTZUSDT,0.396,0.396,0.397,0.396,,102.8702,68.6,27.2342,6,1771188720000
ATOMUSDT,2.115,2.116,2.117,2.115,,3723.78505,1665.11,3522.48132,80,1771188720000
RLCUSDT,0.4472,0.4469,0.4472,0.4469,,117.37993,0.0,0.0,5,1771188720000
THETAUSDT,0.2065,0.2065,0.2065,0.2065,,882.2093,4272.2,882.2093,18,1771188720000
ALGOUSDT,0.0948,0.0949,0.0949,0.0948,,158.26748,1600.4,151.87796,5,1771188720000
DOGEUSDT,0.10259,0.10261,0.10272,0.10259,,407253.1946,2288955.0,234997.39462,1104,1771188720000
TRBUSDT,15.428,15.442,15.444,15.428,,1893.069,37.1,572.6921,58,1771188720000
SNXUSDT,0.287,0.288,0.288,0.287,,1310.7623,3219.0,927.072,17,1771188720000
BCHUSDT,553.52,553.59,553.7,553.51,,7623.70142,3.96,2192.24302,90,1771188720000
KNCUSDT,0.141,0.141,0.141,0.141,,151.575,1075.0,151.575,10,1771188720000
YFIUSDT,2837.0,2838.0,2838.0,2837.0,,275.25,0.037,105.006,4,1771188720000
ZRXUSDT,0.108,0.108,0.108,0.108,,1175.1588,4914.4,530.7552,14,1771188720000
ETHUSDT,1946.14,1946.36,1947.38,1946.14,,2811513.23832,884.391,1721611.91863,2998,1771188720000
BATUSDT,0.1285,0.1286,0.1286,0.1285,,840.9433,5933.2,762.87024,22,1771188720000
SUSHIUSDT,0.2064,0.2064,0.2064,0.2064,,387.2064,1765.0,364.296,14,1771188720000
ADAUSDT,0.2788,0.2789,0.279,0.2788,,49978.6704,116847.0,32589.7404,189,1771188720000
ZILUSDT,0.00427,0.00428,0.00429,0.00427,,7296.99316,1493640.0,6392.79424,62,1771188720000
