symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27992,0.27988,0.27992,0.27987,,6931.66515,1014.0,283.79832,76,1771186260000
IOSTUSDT,0.001258,0.001258,0.001258,0.001257,,446.88108,226758.0,285.261564,15,1771186260000
CRVUSDT,0.248,0.249,0.249,0.248,,402.8661,114.1,28.4109,20,1771186260000
XTZUSDT,0.395,0.395,0.395,0.395,,47.242,0.0,0.0,3,1771186260000
ATOMUSDT,2.118,2.118,2.118,2.117,,812.29923,48.67,103.08306,23,1771186260000
RLCUSDT,0.4447,0.4444,0.4447,0.4444,,44.4133,88.0,39.12494,4,1771186260000
THETAUSDT,0.2057,0.2058,0.2058,0.2057,,1610.73736,4298.0,884.10211,28,1771186260000
ALGOUSDT,0.0948,0.0949,0.0949,0.0948,,10755.87732,86525.3,8202.96072,19,1771186260000
DOGEUSDT,0.10288,0.10296,0.10296,0.10285,,146545.31883,1137322.0,117027.77216,774,1771186260000
TRBUSDT,15.407,15.408,15.41,15.395,,2093.1946,104.6,1611.1314,127,1771186260000
SNXUSDT,0.287,0.286,0.287,0.286,,1920.8035,6548.3,1879.3621,4,1771186260000
BCHUSDT,552.81,553.13,553.13,552.81,,15659.05845,19.284,10664.41595,154,1771186260000
KNCUSDT,0.1406,0.1406,0.1406,0.1406,,0.0,0.0,0.0,0,1771186260000
YFIUSDT,2841.0,2841.0,2842.0,2841.0,,1514.34,0.497,1412.064,37,1771186260000
ZRXUSDT,0.1077,0.1077,0.1077,0.1077,,656.70075,200.6,21.60462,5,1771186260000
ETHUSDT,1944.7,1945.86,1945.91,1944.0,,2285042.16715,509.949,991864.95265,3621,1771186260000
BATUSDT,0.1285,0.1286,0.1286,0.1285,,358.04918,2785.6,358.04918,13,1771186260000
SUSHIUSDT,0.2059,0.2059,0.2059,0.2058,,1378.4986,58.0,11.9422,27,1771186260000
ADAUSDT,0.2792,0.2794,0.2795,0.2791,,99777.8437,299333.0,83617.276,270,1771186260000
ZILUSDT,0.00429,0.00429,0.00429,0.00428,,2077.63028,340532.0,1460.88228,43,1771186260000
ONTUSDT,0.0458,0.0458,0.0458,0.0457,,6007.72931,73324.1,3358.24378,32,1771186260000
ETCUSDT,8.647,8.65,8.651,8.647,,1530.93862,105.66,913.79254,36,1771186260000
QTUMUSDT,0.974,0.974,0.974,0.974,,1547.0042,6.6,6.4284,20,1771186260000
XMRUSDT,333.82,334.13,334.17,333.82,,9477.96454,25.217,8423.44868,162,1771186260000
RUNEUSDT,0.4018,0.4021,0.4021,0.4018,,299.0214,301.0,121.0032,11,1771186260000
ZECUSDT,294.15,294.05,294.43,293.97,,112912.83175,177.256,52152.52223,987,1771186260000
BNBUSDT,612.23,612.44,612.44,612.06,,107573.6028,95.11,58232.5342,574,1771186260000
COMPUSDT,20.92,20.84,20.92,20.76,,145525.57051,2417.967,50402.32615,1053,1771186260000
LTCUSDT,54.41,54.42,54.43,54.41,,4222.45068,32.329,1759.34883,76,1771186260000
VETUSDT,0.008261,0.008263,0.008264,0.00826,,1242.474736,104887.0,866.642324,40,1771186260000
LINKUSDT,8.639,8.647,8.647,8.639,,34107.44565,2074.04,17926.72144,214,1771186260000
DASHUSDT,37.06,37.08,37.09,37.05,,12970.92469,220.281,8167.34841,136,1771186260000
KAVAUSDT,0.0538,0.0538,0.0538,0.0538,,3.05046,0.0,0.0,1,1771186260000
DOTUSDT,1.342,1.343,1.343,1.342,,14434.0298,5651.0,7589.293,62,1771186260000
NEOUSDT,2.803,2.803,2.803,2.801,,1870.0669,77.45,217.04802,28,1771186260000
IOTAUSDT,0.0683,0.0683,0.0683,0.0683,,1732.98273,25373.1,1732.98273,13,1771186260000
BANDUSDT,0.2434,0.2434,0.2434,0.2434,,62.23738,255.7,62.23738,5,1771186260000
BTCUSDT,68346.1,68377.8,68377.8,68329.3,,4076899.9445,45.598,3117444.5077,1985,1771186260000
XRPUSDT,1.4526,1.4516,1.4527,1.4509,,898900.77389,354300.4,514351.44961,1655,1771186260000
XLMUSDT,0.16794,0.16796,0.16796,0.16791,,5961.65593,19939.0,3348.46973,118,1771186260000
EGLDUSDT,4.882,4.882,4.882,4.881,,727.7927,85.3,416.3849,25,1771186260000
SOLUSDT,85.18,85.26,85.28,85.15,,1509588.2145,13527.13,1152665.4254,1515,1771186260000
ICXUSDT,0.0398,0.0399,0.0399,0.0398,,94.9827,597.0,23.8203,2,1771186260000
UNIUSDT,3.423,3.426,3.426,3.423,,5012.978,819.0,2804.571,82,1771186260000
STORJUSDT,0.0998,0.0999,0.0999,0.0998,,37.2559,305.0,30.4695,4,1771186260000
