symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.28,0.28001,0.28001,0.28,,6545.40693,12693.0,3554.16693,40,1771187040000
IOSTUSDT,0.001258,0.001258,0.001258,0.001258,,525.805002,0.0,0.0,17,1771187040000
CRVUSDT,0.248,0.248,0.249,0.248,,347.6267,29.9,7.4451,12,1771187040000
XTZUSDT,0.396,0.396,0.397,0.396,,1449.9322,136.6,54.2302,23,1771187040000
ATOMUSDT,2.126,2.122,2.127,2.122,,8644.75663,2302.8,4896.71412,79,1771187040000
RLCUSDT,0.4454,0.4446,0.4454,0.4446,,250.96112,56.4,25.08115,9,1771187040000
THETAUSDT,0.2059,0.2057,0.2059,0.2057,,624.89262,0.0,0.0,16,1771187040000
ALGOUSDT,0.0951,0.0949,0.0951,0.0949,,13440.23278,1419.9,134.94752,32,1771187040000
DOGEUSDT,0.10294,0.10277,0.10299,0.10276,,148851.97378,679548.0,69955.34769,774,1771187040000
TRBUSDT,15.437,15.418,15.437,15.418,,1485.8145,1.1,16.9807,37,1771187040000
SNXUSDT,0.288,0.288,0.288,0.287,,192.528,611.1,175.9968,7,1771187040000
BCHUSDT,554.35,553.63,554.35,553.63,,15254.04345,0.501,277.41346,187,1771187040000
KNCUSDT,0.1409,0.1408,0.1409,0.1408,,13.2404,52.0,7.3268,2,1771187040000
YFIUSDT,2839.0,2836.0,2839.0,2836.0,,1106.464,0.032,90.848,19,1771187040000
ZRXUSDT,0.1076,0.1076,0.1077,0.1076,,618.66064,144.4,15.55188,20,1771187040000
ETHUSDT,1946.09,1944.63,1946.5,1944.44,,3467075.40761,435.154,846579.13626,2914,1771187040000
BATUSDT,0.1285,0.1285,0.1285,0.1285,,219.9663,801.4,102.9799,10,1771187040000
SUSHIUSDT,0.2061,0.2061,0.2062,0.206,,2381.2641,6645.0,1369.5374,25,1771187040000
ADAUSDT,0.2796,0.2791,0.2796,0.2791,,35120.84,81780.0,22854.0986,182,1771187040000
ZILUSDT,0.00428,0.00427,0.00429,0.00427,,4317.27057,59497.0,255.24213,51,1771187040000
ONTUSDT,0.0456,0.0457,0.0457,0.0456,,45.64089,180.9,8.26713,3,1771187040000
ETCUSDT,8.664,8.654,8.664,8.654,,4603.1116,91.42,791.8427,45,1771187040000
QTUMUSDT,0.977,0.976,0.977,0.976,,762.479,320.6,313.2262,17,1771187040000
XMRUSDT,333.99,333.5,334.07,333.31,,33817.01831,17.888,5968.61275,465,1771187040000
RUNEUSDT,0.4021,0.4019,0.4021,0.4019,,212.6819,0.0,0.0,10,1771187040000
ZECUSDT,292.53,292.22,292.64,292.22,,170341.11533,163.007,47668.05717,765,1771187040000
BNBUSDT,612.79,612.43,612.79,612.4,,111148.8121,62.6,38340.1692,429,1771187040000
COMPUSDT,20.93,20.92,20.94,20.91,,13824.08755,547.266,11451.42885,241,1771187040000
LTCUSDT,54.47,54.42,54.48,54.42,,16823.65753,223.799,12189.66363,87,1771187040000
VETUSDT,0.008268,0.008257,0.008268,0.008257,,1424.880879,5960.0,49.27002,53,1771187040000
LINKUSDT,8.651,8.638,8.651,8.638,,29701.70974,280.85,2429.51644,142,1771187040000
DASHUSDT,37.07,37.03,37.07,37.02,,8979.72426,162.312,6010.93915,151,1771187040000
KAVAUSDT,0.0539,0.0538,0.0539,0.0538,,89.69111,1248.7,67.30493,4,1771187040000
DOTUSDT,1.345,1.343,1.345,1.343,,53644.0214,43.7,58.7765,49,1771187040000
NEOUSDT,2.81,2.807,2.81,2.807,,1046.48334,3.2,8.992,27,1771187040000
IOTAUSDT,0.0683,0.0683,0.0683,0.0683,,0.0,0.0,0.0,0,1771187040000
BANDUSDT,0.2434,0.2431,0.2434,0.2431,,411.39041,22.6,5.49406,9,1771187040000
BTCUSDT,68366.2,68339.0,68370.0,68338.9,,850544.3338,9.046,618418.588,587,1771187040000
XRPUSDT,1.4598,1.4563,1.4599,1.4555,,1584982.77106,500597.5,729633.69482,2133,1771187040000
XLMUSDT,0.16839,0.16814,0.16839,0.16814,,11466.1279,17370.0,2922.53015,166,1771187040000
EGLDUSDT,4.875,4.871,4.875,4.871,,571.6878,0.0,0.0,25,1771187040000
SOLUSDT,85.49,85.39,85.5,85.38,,537438.9416,3016.25,257723.895,729,1771187040000
ICXUSDT,0.0399,0.0399,0.0399,0.0399,,15.4014,386.0,15.4014,1,1771187040000
UNIUSDT,3.43,3.426,3.432,3.426,,14461.204,1304.0,4472.744,148,1771187040000
STORJUSDT,0.0998,0.0997,0.0998,0.0997,,556.3519,271.0,27.0187,16,1771187040000
AVAXUSDT,9.19,9.182,9.193,9.181,,71535.212,2299.0,21128.582,258,1771187040000
ENJUSDT,0.02138,0.02138,0.02138,0.02137,,46.45036,1335.0,28.53716,4,1771187040000
KSMUSDT,4.602,4.591,4.603,4.59,,11347.8644,1346.6,6190.7696,180,1771187040000
NEARUSDT,1.044,1.042,1.044,1.042,,11009.388,334.0,348.356,54,1771187040000
FILUSDT,0.953,0.95,0.953,0.95,,13761.0407,59.0,56.1856,67,1771187040000
AAVEUSDT,123.71,123.51,123.71,123.48,,14672.726,30.8,3804.161,183,1771187040000
BELUSDT,0.0988,0.0988,0.0988,0.0988,,247.988,0.0,0.0,9,1771187040000
RSRUSDT,0.001558,0.001555,0.001559,0.001554,,4652.514766,1756073.0,2731.406782,58,1771187040000
LRCUSDT,0.03276,0.03273,0.03276,0.03273,,2146.1497,8142.0,266.57948,39,1771187040000
AXSUSDT,1.376,1.373,1.376,1.373,,17566.444,2638.0,3625.676,95,1771187040000
ZENUSDT,6.218,6.213,6.219,6.213,,3463.1119,150.5,935.9323,50,1771187040000
SKLUSDT,0.0067,0.0067,0.0067,0.00669,,359.29704,31833.0,213.2811,9,1771187040000
GRTUSDT,0.02736,0.02733,0.02736,0.02733,,2670.63925,12933.0,353.7501,45,1771187040000
1INCHUSDT,0.0941,0.0941,0.0941,0.0941,,34.7229,0.0,0.0,1,1771187040000
CHZUSDT,0.03993,0.03988,0.03993,0.03988,,2356.21132,0.0,0.0,75,1771187040000
ANKRUSDT,0.004498,0.004494,0.004498,0.004493,,261.971304,12633.0,56.789682,9,1771187040000
SANDUSDT,0.08639,0.08631,0.08642,0.08629,,8891.6158,16875.0,1456.75281,114,1771187040000
RVNUSDT,0.00618,0.00617,0.00619,0.00617,,3807.92418,3413.0,21.12647,21,1771187040000
SFPUSDT,0.2639,0.2638,0.2639,0.2638,,215.0092,0.0,0.0,15,1771187040000
COTIUSDT,0.01208,0.01207,0.01208,0.01207,,207.35615,10218.0,123.43344,10,1771187040000
CHRUSDT,0.0252,0.0253,0.0253,0.0252,,4824.4796,190412.0,4817.4236,17,1771187040000
MANAUSDT,0.1026,0.1024,0.1026,0.1024,,14165.6146,19023.0,1948.0052,96,1771187040000
ALICEUSDT,0.109,0.11,0.11,0.109,,271.0459,1499.8,164.978,7,1771187040000
ONEUSDT,0.00252,0.00252,0.00252,0.00252,,35.8722,0.0,0.0,2,1771187040000
DENTUSDT,0.000142,0.000143,0.000143,0.000142,,72.496631,158139.0,22.613877,3,1771187040000
HBARUSDT,0.09841,0.09834,0.09843,0.09833,,10813.36317,53262.0,5240.251,175,1771187040000
OGNUSDT,0.0221,0.0221,0.0221,0.022,,53.0756,776.0,17.1496,3,1771187040000
CELRUSDT,0.00255,0.00255,0.00255,0.00255,,52.44075,0.0,0.0,1,1771187040000
HOTUSDT,0.000384,0.000384,0.000384,0.000384,,253.192704,659356.0,253.192704,3,1771187040000
1000SHIBUSDT,0.00648,0.00647,0.006482,0.006466,,111566.522567,1819111.0,11786.065122,236,1771187040000
GTCUSDT,0.101,0.1,0.101,0.1,,121.6496,279.6,28.2396,5,1771187040000
MTLUSDT,0.2849,0.2845,0.2849,0.2845,,270.1986,36.0,10.2564,19,1771187040000
IOTXUSDT,0.00551,0.00552,0.00552,0.00551,,56.69532,3048.0,16.82496,8,1771187040000
BTCDOMUSDT,5151.7,5153.2,5153.4,5151.2,,5544.0829,0.749,3858.9604,53,1771187040000
C98USDT,0.0306,0.0307,0.0307,0.0306,,323.6424,5982.0,183.6474,3,1771187040000
ATAUSDT,0.0127,0.0126,0.0127,0.0126,,287.397,15534.0,197.2818,5,1771187040000
MASKUSDT,0.4656,0.4652,0.4656,0.4651,,384.8461,238.0,110.7295,20,1771187040000
DYDXUSDT,0.106,0.106,0.107,0.105,,68994.8778,261623.1,27732.7097,100,1771187040000
GALAUSDT,0.00403,0.00404,0.00404,0.00403,,1976.61548,478887.0,1934.70348,12,1771187040000
1000XECUSDT,0.00812,0.00812,0.00812,0.00812,,242.15464,766.0,6.21992,10,1771187040000
CELOUSDT,0.083,0.083,0.083,0.082,,20536.7659,7738.7,642.3121,133,1771187040000
ARUSDT,1.986,1.985,1.986,1.985,,932.7344,0.0,0.0,17,1771187040000
CTSIUSDT,0.0267,0.0268,0.0268,0.0267,,55.5143,1118.0,29.9624,4,1771187040000
ARPAUSDT,0.0099,0.0099,0.0099,0.00989,,154.52781,10535.0,104.2965,11,1771187040000
LPTUSDT,2.361,2.358,2.362,2.358,,1322.486,54.1,127.6789,57,1771187040000
ENSUSDT,6.621,6.617,6.622,6.617,,1036.5487,68.2,451.5288,36,1771187040000
PEOPLEUSDT,0.00693,0.00692,0.00693,0.00692,,9336.33921,545835.0,3777.18489,83,1771187040000
ROSEUSDT,0.01228,0.01228,0.01229,0.01226,,17647.24048,1146641.0,14075.07278,171,1771187040000
DUSKUSDT,0.10039,0.1004,0.10043,0.10035,,4760.84615,26860.0,2696.43172,162,1771187040000
FLOWUSDT,0.04152,0.04149,0.04153,0.04149,,429.107763,409.6,17.007079,21,1771187040000
IMXUSDT,0.1645,0.1645,0.1646,0.1645,,453.5351,2586.0,425.4056,8,1771187040000
GMTUSDT,0.01237,0.01235,0.01237,0.01235,,1592.74322,100.0,1.237,11,1771187040000
API3USDT,0.3082,0.3078,0.3082,0.3077,,838.80675,626.2,192.77116,28,1771187040000
APEUSDT,0.1293,0.1292,0.1293,0.1292,,341.6027,0.0,0.0,17,1771187040000
WOOUSDT,0.01697,0.01696,0.01697,0.01696,,834.74872,0.0,0.0,11,1771187040000
JASMYUSDT,0.00582,0.005814,0.005824,0.005814,,4707.48389,736695.0,4288.611172,75,1771187040000
OPUSDT,0.1874,0.1871,0.1874,0.1871,,26557.3333,9179.5,1719.64468,65,1771187040000
INJUSDT,3.101,3.098,3.102,3.098,,5693.842,1447.5,4490.145,52,1771187040000
STGUSDT,0.154,0.1539,0.1541,0.1538,,2807.2424,3735.0,575.027,36,1771187040000
SPELLUSDT,0.0001888,0.0001886,0.0001888,0.0001886,,104.2583663,0.0,0.0,13,1771187040000
1000LUNCUSDT,0.03442,0.03439,0.03451,0.03432,,30781.20083,344226.0,11841.06483,368,1771187040000
LUNA2USDT,0.06723,0.0671,0.06747,0.06674,,85219.88827,638640.0,42845.85556,1456,1771187040000
LDOUSDT,0.3365,0.3363,0.3365,0.3361,,2830.5776,6098.0,2051.0493,34,1771187040000
APTUSDT,0.9179,0.9161,0.9179,0.9161,,10754.15203,1486.9,1362.86042,150,1771187040000
ICPUSDT,2.377,2.375,2.377,2.375,,2187.979,94.0,223.367,44,1771187040000
QNTUSDT,69.35,69.28,69.36,69.28,,1635.937,2.9,201.075,39,1771187040000
HOOKUSDT,0.02638,0.02634,0.02638,0.02634,,684.49331,1239.6,32.700648,17,1771187040000
FETUSDT,0.1718,0.1715,0.1718,0.1714,,19794.7764,847.0,145.3562,52,1771187040000
MAGICUSDT,0.06761,0.06757,0.06763,0.06756,,702.922454,3534.7,238.990539,45,1771187040000
CFXUSDT,0.05414,0.05407,0.05414,0.05407,,1268.02709,0.0,0.0,35,1771187040000
STXUSDT,0.2635,0.2633,0.2635,0.2633,,994.1778,0.0,0.0,29,1771187040000
HIGHUSDT,0.1522,0.1521,0.1522,0.1521,,147.28085,176.3,26.83286,9,1771187040000
PHBUSDT,0.164,0.1639,0.164,0.1637,,570.7035,34.0,5.5726,12,1771187040000
TUSDT,0.007211,0.007208,0.007213,0.007208,,816.004606,80442.0,580.03001,29,1771187040000
MINAUSDT,0.06559,0.06553,0.06559,0.06553,,368.62947,985.0,64.5766,39,1771187040000
ACHUSDT,0.007585,0.007579,0.00759,0.007579,,1604.740005,35462.0,269.009226,56,1771187040000
CKBUSDT,0.001645,0.001644,0.001645,0.001644,,460.724374,0.0,0.0,4,1771187040000
SSVUSDT,3.235,3.231,3.235,3.231,,429.64291,61.32,198.16245,33,1771187040000
TRUUSDT,0.006392,0.006388,0.006392,0.006387,,70.352268,6099.0,38.970093,10,1771187040000
ASTRUSDT,0.007827,0.00782,0.007827,0.007815,,502.135589,3714.0,29.061442,16,1771187040000
GMXUSDT,6.288,6.285,6.288,6.285,,178.24149,2.44,15.34272,8,1771187040000
LQTYUSDT,0.2713,0.2712,0.2713,0.2712,,97.20428,62.0,16.8206,9,1771187040000
ARBUSDT,0.1135,0.1133,0.1135,0.1133,,12772.00107,24660.1,2798.92135,63,1771187040000
IDUSDT,0.0521,0.05203,0.0521,0.05202,,956.83243,2367.0,123.2239,30,1771187040000
JOEUSDT,0.03806,0.03804,0.03806,0.03803,,162.4971,284.0,10.80634,15,1771187040000
TLMUSDT,0.001714,0.001709,0.001715,0.001709,,1901.870527,119363.0,204.253081,67,1771187040000
RDNTUSDT,0.005849,0.005844,0.005849,0.005843,,372.992216,28092.0,164.193785,13,1771187040000
HFTUSDT,0.01779,0.01778,0.01779,0.01778,,396.18737,0.0,0.0,9,1771187040000
XVSUSDT,2.82,2.819,2.821,2.818,,112.7895,14.1,39.7583,5,1771187040000
ETHBTC,0.028448,0.028448,0.028448,0.028448,,0.0,0.0,0.0,0,1771187040000
BLURUSDT,0.0211,0.02109,0.0211,0.02109,,1356.17709,1576.0,33.24864,28,1771187040000
EDUUSDT,0.1267,0.1266,0.1267,0.1266,,193.1663,334.0,42.3178,5,1771187040000
SUIUSDT,0.9663,0.965,0.9663,0.9649,,65404.00122,47174.8,45540.45776,272,1771187040000
1000PEPEUSDT,0.0044366,0.0044284,0.0044422,0.004428,,352858.5228208,26920217.0,119476.9988547,1625,1771187040000
1000FLOKIUSDT,0.03164,0.03161,0.03164,0.03161,,15903.91759,179070.0,5665.32545,88,1771187040000
UMAUSDT,0.496,0.4956,0.496,0.4956,,261.332,23.0,11.4032,10,1771187040000
NMRUSDT,8.341,8.333,8.341,8.333,,1461.8282,1.9,15.8479,18,1771187040000
MAVUSDT,0.01618,0.01618,0.01618,0.01617,,50.23567,2782.0,45.01276,7,1771187040000
XVGUSDT,0.00592,0.005913,0.005922,0.005913,,892.336204,31469.0,186.242517,35,1771187040000
WLDUSDT,0.4024,0.4017,0.4025,0.4016,,8105.2889,7409.0,2976.2783,103,1771187040000
ARKMUSDT,0.1166,0.1164,0.1166,0.1164,,803.4825,108.0,12.5928,18,1771187040000
AGLDUSDT,0.2268,0.2266,0.2268,0.2265,,91.7713,214.0,48.4836,12,1771187040000
PENDLEUSDT,1.2311,1.2298,1.2311,1.229,,18837.2602,7322.0,9004.088,271,1771187040000
YGGUSDT,0.04037,0.04033,0.04037,0.04033,,190.03522,508.0,20.50796,13,1771187040000
DODOXUSDT,0.01563,0.015623,0.01563,0.015623,,5.358731,6.0,0.09378,2,1771187040000
BNTUSDT,0.2836,0.2835,0.2836,0.2835,,92.4233,0.0,0.0,4,1771187040000
OXTUSDT,0.01807,0.01808,0.01809,0.01807,,856.99091,10567.0,191.10461,78,1771187040000
CYBERUSDT,0.5597,0.5593,0.5599,0.5593,,259.04819,124.9,69.88321,19,1771187040000
SEIUSDT,0.0748,0.0747,0.0748,0.0746,,6490.4709,22859.0,1707.7398,34,1771187040000
ARKUSDT,0.1935,0.1933,0.1936,0.1933,,722.0439,1142.0,220.9696,34,1771187040000
BICOUSDT,0.02403,0.024,0.02403,0.02399,,362.74283,960.0,23.0592,13,1771187040000
BIGTIMEUSDT,0.01535,0.01534,0.01535,0.01534,,36.97657,717.0,11.00595,5,1771187040000
GASUSDT,1.642,1.641,1.642,1.641,,42.8522,0.0,0.0,4,1771187040000
TIAUSDT,0.337,0.3366,0.337,0.3366,,2931.9303,2926.0,985.8006,39,1771187040000
POLYXUSDT,0.04389,0.04388,0.04389,0.04384,,165.9467,1072.0,47.03324,12,1771187040000
POWRUSDT,0.06684,0.06681,0.06684,0.06681,,176.0112,0.0,0.0,4,1771187040000
ORDIUSDT,2.771,2.767,2.771,2.767,,821.0723,8.0,22.168,23,1771187040000
BSVUSDT,16.69,16.67,16.69,16.67,,58.373,0.5,8.345,7,1771187040000
WAXPUSDT,0.007213,0.007202,0.007213,0.007202,,495.718072,49.0,0.353437,10,1771187040000
TWTUSDT,0.506,0.5057,0.506,0.5057,,268.567,36.0,18.216,12,1771187040000
RIFUSDT,0.03079,0.03078,0.03079,0.03077,,218.02437,1447.0,44.54984,15,1771187040000
STEEMUSDT,0.05205,0.05205,0.05205,0.05205,,5.15295,99.0,5.15295,1,1771187040000
ILVUSDT,3.809,3.808,3.81,3.808,,449.4668,37.2,141.7052,16,1771187040000
CAKEUSDT,1.288,1.2869,1.2881,1.2869,,975.9126,48.0,61.8176,40,1771187040000
NTRNUSDT,0.01422,0.01421,0.01424,0.01421,,759.68477,47821.0,680.44939,16,1771187040000
MEMEUSDT,0.0007042,0.0007031,0.0007043,0.0007031,,2455.1143687,127624.0,89.8761837,99,1771187040000
KASUSDT,0.03128,0.03126,0.03128,0.03126,,604.21185,0.0,0.0,6,1771187040000
BEAMXUSDT,0.002356,0.002352,0.002356,0.002352,,340.919073,10618.0,25.016008,20,1771187040000
PYTHUSDT,0.05534,0.05527,0.05537,0.05527,,5180.21672,45908.0,2540.37881,108,1771187040000
1000BONKUSDT,0.006466,0.006458,0.006468,0.006458,,40464.110176,5095125.0,32950.203659,169,1771187040000
SUPERUSDT,0.1237,0.1236,0.1237,0.1236,,3788.0104,19155.0,2367.6339,23,1771187040000
USTCUSDT,0.005229,0.005225,0.005268,0.005206,,26619.856554,2447989.0,12821.187822,440,1771187040000
ONGUSDT,0.06684,0.0667,0.06684,0.0667,,1619.47394,435.0,29.07306,27,1771187040000
ETHWUSDT,0.3389,0.3389,0.3389,0.3389,,76.2525,0.0,0.0,1,1771187040000
JTOUSDT,0.2652,0.2651,0.2652,0.2651,,2006.7889,2979.0,790.0282,38,1771187040000
1000SATSUSDT,1.15e-05,1.16e-05,1.16e-05,1.15e-05,,110.1196028,8273518.0,95.9728088,3,1771187040000
AUCTIONUSDT,5.145,5.144,5.146,5.144,,589.55455,3.5,18.011,13,1771187040000
1000RATSUSDT,0.04669,0.0467,0.0467,0.04668,,1858.13667,281.0,13.12266,13,1771187040000
ACEUSDT,0.168,0.168,0.1681,0.168,,401.719307,1367.03,229.707467,14,1771187040000
MOVRUSDT,1.447,1.448,1.448,1.447,,319.38415,144.91,209.75943,19,1771187040000
NFPUSDT,0.01745,0.01744,0.01745,0.01744,,567.715823,22.3,0.389135,11,1771187040000
AIUSDT,0.02274,0.0227,0.02274,0.0227,,739.85236,15.0,0.3411,13,1771187040000
XAIUSDT,0.01086,0.01079,0.01087,0.01077,,21464.71019,889489.0,9632.25613,284,1771187040000
WIFUSDT,0.2284,0.2283,0.2284,0.2282,,6003.3146,9213.6,2104.22677,51,1771187040000
ZETAUSDT,0.05451,0.05448,0.05454,0.05446,,918.19788,8235.0,448.80226,28,1771187040000
MANTAUSDT,0.0767,0.07666,0.07671,0.07665,,192.16827,949.8,72.831957,49,1771187040000
ONDOUSDT,0.2722,0.2717,0.2722,0.2717,,2956.63284,0.0,0.0,32,1771187040000
LSKUSDT,0.142,0.1421,0.1421,0.142,,426.662,2360.0,335.214,11,1771187040000
ALTUSDT,0.00855,0.00853,0.00855,0.00853,,6942.0005,0.0,0.0,32,1771187040000
JUPUSDT,0.1595,0.1592,0.1595,0.1592,,1550.9314,173.0,27.5733,32,1771187040000
RONINUSDT,0.0994,0.0994,0.0994,0.0994,,326.26062,63.3,6.29202,9,1771187040000
PIXELUSDT,0.005479,0.005456,0.005481,0.005455,,2256.062959,95791.0,523.596267,53,1771187040000
OMUSDT,0.05633,0.05628,0.05633,0.05628,,5725.651683,44574.4,2510.122488,126,1771187040000
STRKUSDT,0.04838,0.04833,0.04839,0.04833,,2064.739375,4456.5,215.412525,57,1771187040000
GLMUSDT,0.18662,0.18648,0.18662,0.18647,,691.2284,267.0,49.80116,29,1771187040000
DYMUSDT,0.04533,0.04522,0.04534,0.0452,,3118.997893,4720.2,213.548475,69,1771187040000
PORTALUSDT,0.01469,0.01467,0.01469,0.01467,,164.705468,2625.8,38.55937,10,1771187040000
VANRYUSDT,0.006137,0.006137,0.006142,0.00613,,5515.463202,790209.0,4851.042009,82,1771187040000
METISUSDT,3.587,3.586,3.587,3.586,,47.33665,0.0,0.0,6,1771187040000
BOMEUSDT,0.0004274,0.0004267,0.0004274,0.0004267,,570.6366006,0.0,0.0,13,1771187040000
TONUSDT,1.4626,1.462,1.4626,1.462,,5908.86194,38.4,56.1541,50,1771187040000
AXLUSDT,0.06026,0.06023,0.06026,0.06021,,762.478039,7545.4,454.38683,30,1771187040000
AEVOUSDT,0.02707,0.02703,0.02707,0.02703,,432.193862,0.0,0.0,18,1771187040000
ENAUSDT,0.1199,0.1197,0.1199,0.1197,,11408.3663,1340.0,160.666,39,1771187040000
ETHFIUSDT,0.4644,0.4639,0.4644,0.4639,,413.19185,0.0,0.0,23,1771187040000
WUSDT,0.01998,0.01993,0.01999,0.01993,,5084.811688,49372.4,985.33367,46,1771187040000
TNSRUSDT,0.05032,0.0503,0.05038,0.05028,,5208.946113,26835.2,1351.028293,123,1771187040000
SAGAUSDT,0.03858,0.03811,0.03865,0.03782,,163970.877448,2003763.7,76324.022873,2054,1771187040000
TAOUSDT,182.57,182.3,182.6,182.24,,79083.66069,51.675,9429.36439,417,1771187040000
REZUSDT,0.003001,0.003003,0.003003,0.003001,,1093.958941,185159.0,556.022542,18,1771187040000
BBUSDT,0.0308,0.03078,0.0308,0.03078,,128.94942,0.0,0.0,6,1771187040000
NOTUSDT,0.0004016,0.000401,0.0004016,0.000401,,1320.0972326,215109.0,86.3526778,19,1771187040000
TURBOUSDT,0.0010943,0.0010928,0.0010943,0.0010928,,1367.8692506,630994.0,690.0335404,48,1771187040000
IOUSDT,0.1059,0.1057,0.106,0.1057,,5514.06377,13847.8,1466.58651,45,1771187040000
ZKUSDT,0.02169,0.02166,0.0217,0.02166,,2247.41017,21842.0,473.75647,41,1771187040000
MEWUSDT,0.0006434,0.0006419,0.0006434,0.0006419,,423.7957531,209416.0,134.6058479,14,1771187040000
LISTAUSDT,0.0897,0.0897,0.0898,0.0897,,1846.3708,12008.0,1078.0006,13,1771187040000
ZROUSDT,1.7766,1.7759,1.7768,1.7751,,12303.32003,3832.8,6808.34324,262,1771187040000
RENDERUSDT,1.403,1.401,1.404,1.401,,18339.953,7925.6,11119.9442,49,1771187040000
RAREUSDT,0.01961,0.0196,0.01961,0.0196,,105.36956,0.0,0.0,5,1771187040000
BRETTUSDT,0.00763,0.00762,0.00763,0.00762,,391.42562,19196.0,146.46548,10,1771187040000
BANANAUSDT,4.535,4.53,4.535,4.53,,76.1243,9.2,41.6905,8,1771187040000
GUSDT,0.003988,0.003988,0.003988,0.003988,,22.907072,0.0,0.0,3,1771187040000
SYNUSDT,0.04656,0.04653,0.04658,0.04651,,530.92315,4590.0,213.70564,39,1771187040000
SYSUSDT,0.0135,0.0135,0.0135,0.01349,,77.73398,1809.0,24.4215,4,1771187040000
POPCATUSDT,0.05275,0.05268,0.05275,0.05268,,282.4274,208.0,10.972,11,1771187040000
RPLUSDT,1.713,1.711,1.713,1.711,,373.7324,172.3,295.1499,8,1771187040000
SUNUSDT,0.017502,0.017495,0.017502,0.017495,,554.02782,0.0,0.0,28,1771187040000
DOGSUSDT,2.87e-05,2.87e-05,2.87e-05,2.86e-05,,427.6166905,13664661.0,392.1757707,15,1771187040000
FLUXUSDT,0.0686,0.0687,0.0687,0.0686,,59.1954,622.0,42.7314,8,1771187040000
MBOXUSDT,0.02046,0.02046,0.02047,0.02046,,69.0558,330.0,6.7551,6,1771187040000
1MBABYDOGEUSDT,0.0004004,0.0004,0.0004004,0.0004,,531.7190562,0.0,0.0,12,1771187040000
POLUSDT,0.1076,0.10739,0.10763,0.10738,,6808.89093,3435.0,369.66782,164,1771187040000
NEIROUSDT,7.54e-05,7.52e-05,7.54e-05,7.52e-05,,9967.8541681,647291.0,48.8057414,22,1771187040000
FIDAUSDT,0.02039,0.02037,0.0204,0.02037,,1061.0273,49072.0,1000.95105,21,1771187040000
CATIUSDT,0.04023,0.04021,0.04023,0.04021,,58.35779,502.0,20.19546,9,1771187040000
FIOUSDT,0.00917,0.00918,0.00918,0.00917,,83.08866,3597.0,33.02046,3,1771187040000
COSUSDT,0.001091,0.001089,0.001091,0.001089,,122.015503,6366.0,6.945306,8,1771187040000
HMSTRUSDT,0.0001783,0.0001782,0.0001783,0.0001782,,265.1314364,39386.0,7.0185852,8,1771187040000
EIGENUSDT,0.2053,0.205,0.2053,0.205,,765.08251,125.8,25.82674,24,1771187040000
GOATUSDT,0.02352,0.0235,0.02354,0.0235,,97.61776,1576.0,37.08012,11,1771187040000
DIAUSDT,0.1969,0.1968,0.197,0.1968,,570.783,126.0,24.8104,24,1771187040000
1000CATUSDT,0.001877,0.001875,0.001877,0.001875,,140.657674,10990.0,20.620586,9,1771187040000
SCRUSDT,0.04858,0.0485,0.04858,0.0485,,571.1974,153.0,7.4242,8,1771187040000
MOODENGUSDT,0.05507,0.05499,0.05508,0.05497,,1821.89567,20238.0,1112.98044,61,1771187040000
SAFEUSDT,0.1096,0.1096,0.1097,0.1096,,1866.2418,8383.0,919.0786,20,1771187040000
SANTOSUSDT,1.877,1.877,1.877,1.877,,307.828,164.0,307.828,10,1771187040000
COWUSDT,0.2043,0.2042,0.2044,0.2041,,1332.3789,3557.0,726.5886,23,1771187040000
CETUSUSDT,0.01648,0.01647,0.01649,0.01647,,172.93547,2621.0,43.20841,15,1771187040000
1000000MOGUSDT,0.173,0.1729,0.1731,0.1729,,124.95149,640.7,110.90517,45,1771187040000
GRASSUSDT,0.2076,0.2074,0.2076,0.2073,,755.95491,389.2,80.71448,18,1771187040000
DRIFTUSDT,0.089,0.089,0.0891,0.089,,435.6998,3395.0,302.1998,9,1771187040000
ACTUSDT,0.01501,0.01499,0.01501,0.01498,,2208.88751,108770.0,1629.97625,55,1771187040000
PNUTUSDT,0.04945,0.04938,0.04945,0.04938,,1757.50299,28042.0,1385.59569,28,1771187040000
HIPPOUSDT,0.0006456,0.0006454,0.0006458,0.0006454,,154.10309,91003.0,58.7613309,15,1771187040000
DEGENUSDT,0.000744,0.000745,0.000745,0.000744,,27.590802,14442.0,10.75929,2,1771187040000
