symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27973,0.27973,0.27974,0.27973,,3249.35165,797.0,222.95278,158,1771185840000
IOSTUSDT,0.001253,0.001254,0.001254,0.001252,,1199.672059,820431.0,1028.097979,21,1771185840000
CRVUSDT,0.247,0.248,0.248,0.247,,1506.2339,299.6,74.3008,44,1771185840000
XTZUSDT,0.394,0.394,0.395,0.394,,500.9095,450.7,178.0265,10,1771185840000
ATOMUSDT,2.114,2.113,2.114,2.113,,4219.19743,1607.17,3397.55738,65,1771185840000
RLCUSDT,0.4419,0.4418,0.4419,0.4418,,66.1469,94.4,41.71536,5,1771185840000
THETAUSDT,0.2048,0.2048,0.2049,0.2048,,1209.78186,3252.1,666.03786,18,1771185840000
ALGOUSDT,0.0943,0.0943,0.0944,0.0942,,3120.05462,30487.1,2875.04587,41,1771185840000
DOGEUSDT,0.10227,0.10234,0.10241,0.10224,,779467.66415,6141208.0,628480.29453,5071,1771185840000
TRBUSDT,15.343,15.319,15.343,15.293,,44444.3802,1434.4,21968.0755,624,1771185840000
SNXUSDT,0.286,0.286,0.286,0.285,,347.6714,1111.4,317.8604,18,1771185840000
BCHUSDT,550.77,551.37,551.37,550.77,,38637.74897,38.166,21029.97859,315,1771185840000
KNCUSDT,0.1402,0.1402,0.1402,0.1402,,37.153,265.0,37.153,1,1771185840000
YFIUSDT,2840.0,2839.0,2841.0,2839.0,,1357.465,0.421,1195.642,22,1771185840000
ZRXUSDT,0.1072,0.1072,0.1072,0.1071,,196.49284,607.3,65.10256,41,1771185840000
ETHUSDT,1933.86,1935.37,1937.11,1933.61,,6753420.7579,2562.738,4960901.83312,7644,1771185840000
BATUSDT,0.1278,0.1278,0.1278,0.1278,,6812.20008,36844.4,4708.71432,30,1771185840000
SUSHIUSDT,0.2048,0.2048,0.2048,0.2048,,49.9712,244.0,49.9712,4,1771185840000
ADAUSDT,0.2779,0.2779,0.278,0.2777,,106460.2894,258751.0,71925.0707,389,1771185840000
ZILUSDT,0.00425,0.00425,0.00426,0.00425,,3024.413,194050.0,826.653,40,1771185840000
ONTUSDT,0.0455,0.0454,0.0455,0.0454,,3652.17295,153.5,6.98425,13,1771185840000
ETCUSDT,8.605,8.608,8.612,8.605,,5237.40852,222.1,1911.7021,71,1771185840000
QTUMUSDT,0.971,0.971,0.971,0.97,,818.8733,581.3,564.4423,20,1771185840000
XMRUSDT,333.08,333.52,333.63,333.08,,15821.59147,18.719,6239.08859,473,1771185840000
RUNEUSDT,0.4002,0.4003,0.4004,0.4002,,898.9163,1837.0,735.1936,16,1771185840000
ZECUSDT,292.45,292.44,292.65,292.4,,153423.4661,181.213,53004.31755,898,1771185840000
BNBUSDT,609.97,610.3,610.37,609.97,,152817.2737,174.27,106335.4596,2353,1771185840000
COMPUSDT,20.94,21.0,21.02,20.94,,31434.79068,921.95,19344.17776,267,1771185840000
LTCUSDT,54.28,54.3,54.3,54.26,,35866.26031,293.645,15943.28248,151,1771185840000
VETUSDT,0.008216,0.008219,0.008221,0.008212,,14304.475415,204681.0,1681.938288,159,1771185840000
LINKUSDT,8.609,8.613,8.617,8.608,,92803.49528,5703.43,49117.33431,400,1771185840000
DASHUSDT,36.81,36.83,36.85,36.79,,42386.7383,892.088,32858.64858,303,1771185840000
KAVAUSDT,0.0536,0.0536,0.0537,0.0536,,1452.1536,277.6,14.90712,39,1771185840000
DOTUSDT,1.335,1.335,1.336,1.334,,31059.1022,1977.6,2640.4512,155,1771185840000
NEOUSDT,2.79,2.792,2.792,2.79,,456.62101,153.75,429.18815,16,1771185840000
IOTAUSDT,0.068,0.068,0.068,0.068,,240.2508,0.0,0.0,1,1771185840000
BANDUSDT,0.2423,0.2425,0.2425,0.2423,,519.43202,1879.4,455.4869,17,1771185840000
BTCUSDT,68105.5,68166.9,68173.2,68101.1,,5705317.5633,47.171,3214284.6898,2603,1771185840000
XRPUSDT,1.4447,1.4449,1.4456,1.4447,,835268.26206,347548.6,502306.40084,1801,1771185840000
XLMUSDT,0.16749,0.16755,0.16756,0.16743,,14203.29299,80655.0,13510.42745,152,1771185840000
EGLDUSDT,4.849,4.849,4.851,4.848,,3367.029,587.8,2851.0361,57,1771185840000
SOLUSDT,84.87,84.87,84.98,84.86,,1438012.1611,8948.62,759996.9278,1692,1771185840000
ICXUSDT,0.0396,0.0396,0.0397,0.0396,,472.3679,983.0,39.0251,15,1771185840000
