symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27997,0.27991,0.28002,0.2799,,125440.02253,329735.0,92312.25444,359,1771187640000
IOSTUSDT,0.001261,0.001261,0.001261,0.00126,,123.299539,11059.0,13.945399,5,1771187640000
CRVUSDT,0.248,0.249,0.249,0.248,,1474.4856,5705.6,1420.6944,12,1771187640000
XTZUSDT,0.398,0.398,0.398,0.397,,789.6031,1915.4,762.3292,10,1771187640000
ATOMUSDT,2.12,2.12,2.12,2.119,,659.54872,200.68,425.4416,25,1771187640000
RLCUSDT,0.4466,0.4461,0.4466,0.4458,,1433.01015,22.4,9.99712,29,1771187640000
THETAUSDT,0.2067,0.207,0.207,0.2067,,1998.22777,9414.0,1947.47905,43,1771187640000
ALGOUSDT,0.0952,0.0952,0.0952,0.0951,,814.31546,5828.0,554.8256,36,1771187640000
DOGEUSDT,0.10315,0.10327,0.10334,0.10314,,903328.71492,5760986.0,594969.77662,1482,1771187640000
TRBUSDT,15.44,15.457,15.457,15.44,,1406.0383,82.0,1267.0016,66,1771187640000
SNXUSDT,0.288,0.288,0.288,0.287,,5059.9453,17470.1,5031.3888,34,1771187640000
BCHUSDT,554.16,554.26,554.33,554.13,,17893.03283,7.94,4400.46016,163,1771187640000
KNCUSDT,0.1407,0.1408,0.1408,0.1407,,170.6146,862.0,121.3696,13,1771187640000
YFIUSDT,2843.0,2845.0,2846.0,2843.0,,876.339,0.294,836.509,20,1771187640000
ZRXUSDT,0.108,0.108,0.1081,0.108,,122.99582,985.4,106.47182,9,1771187640000
ETHUSDT,1951.05,1951.43,1951.81,1950.79,,3734742.03406,1153.897,2251533.94531,3744,1771187640000
BATUSDT,0.1288,0.1289,0.1289,0.1288,,133.58441,59.3,7.64377,6,1771187640000
SUSHIUSDT,0.2066,0.2067,0.2067,0.2066,,163.4776,736.0,152.1146,13,1771187640000
ADAUSDT,0.2801,0.2803,0.2803,0.28,,41238.2395,69913.0,19592.6063,151,1771187640000
ZILUSDT,0.0043,0.00429,0.0043,0.00429,,568.25157,82185.0,353.3955,21,1771187640000
ONTUSDT,0.0459,0.0459,0.0459,0.0459,,34.8381,759.0,34.8381,4,1771187640000
ETCUSDT,8.673,8.678,8.679,8.672,,6108.89693,534.62,4638.07809,66,1771187640000
QTUMUSDT,0.978,0.979,0.979,0.978,,260.1091,58.9,57.6631,6,1771187640000
XMRUSDT,335.2,335.23,335.5,334.99,,26874.55901,62.228,20865.21282,485,1771187640000
RUNEUSDT,0.403,0.4031,0.4031,0.403,,187.419,326.0,131.402,12,1771187640000
ZECUSDT,292.36,292.87,292.89,292.32,,77232.80908,177.891,52048.63346,611,1771187640000
BNBUSDT,613.67,613.88,613.92,613.67,,69876.0477,62.75,38515.2138,436,1771187640000
COMPUSDT,20.96,20.94,20.97,20.93,,44522.74013,999.399,20928.62167,326,1771187640000
LTCUSDT,54.57,54.59,54.6,54.56,,24875.02572,265.403,14486.24372,112,1771187640000
VETUSDT,0.008271,0.008277,0.008277,0.00827,,10853.008327,364357.0,3014.426932,63,1771187640000
LINKUSDT,8.662,8.67,8.67,8.661,,43800.00356,1708.57,14806.93481,229,1771187640000
DASHUSDT,37.16,37.2,37.22,37.16,,45404.31711,663.05,24665.5982,239,1771187640000
KAVAUSDT,0.054,0.054,0.054,0.0539,,109.79016,1952.9,105.4566,6,1771187640000
DOTUSDT,1.347,1.348,1.349,1.347,,37186.9005,12877.3,17359.0524,55,1771187640000
NEOUSDT,2.815,2.816,2.816,2.815,,130.14692,46.23,130.14692,11,1771187640000
IOTAUSDT,0.0685,0.0685,0.0686,0.0685,,1691.77486,24400.7,1671.94411,28,1771187640000
BANDUSDT,0.2443,0.2444,0.2444,0.2443,,66.0152,270.2,66.0152,5,1771187640000
BTCUSDT,68457.6,68474.9,68481.9,68457.6,,1644311.4512,17.74,1214678.3245,999,1771187640000
XRPUSDT,1.4593,1.4622,1.4622,1.4593,,1452202.67944,645798.1,943299.93147,2310,1771187640000
XLMUSDT,0.16847,0.16865,0.16865,0.16846,,16570.31157,93432.0,15750.16445,210,1771187640000
EGLDUSDT,4.885,4.888,4.888,4.882,,1643.8241,218.4,1066.9744,69,1771187640000
SOLUSDT,85.63,85.72,85.72,85.63,,345783.2519,1929.11,165303.1281,645,1771187640000
ICXUSDT,0.04,0.04,0.04,0.04,,53.8,1345.0,53.8,2,1771187640000
UNIUSDT,3.441,3.443,3.443,3.44,,17589.715,4880.0,16794.617,100,1771187640000
STORJUSDT,0.0999,0.1,0.1,0.0999,,77.545,226.0,22.6,3,1771187640000
AVAXUSDT,9.212,9.214,9.216,9.212,,48703.265,2062.0,18999.62,171,1771187640000
ENJUSDT,0.02141,0.02142,0.02142,0.02141,,406.61093,18736.0,401.32266,9,1771187640000
KSMUSDT,4.605,4.613,4.613,4.604,,4085.3089,346.9,1599.3824,71,1771187640000
NEARUSDT,1.044,1.045,1.045,1.044,,22347.043,21103.0,22052.635,60,1771187640000
FILUSDT,0.954,0.955,0.955,0.954,,3583.404,1801.8,1720.719,33,1771187640000
AAVEUSDT,124.01,124.12,124.16,124.01,,31278.885,167.3,20752.656,237,1771187640000
BELUSDT,0.0992,0.0993,0.0993,0.0992,,26.7896,56.0,5.5608,3,1771187640000
RSRUSDT,0.001556,0.001557,0.001557,0.001556,,312.903721,177285.0,276.032745,20,1771187640000
LRCUSDT,0.03275,0.03277,0.03277,0.03275,,416.32925,12500.0,409.4845,20,1771187640000
AXSUSDT,1.38,1.381,1.381,1.379,,13629.013,8560.0,11819.939,83,1771187640000
