symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27998,0.28001,0.28001,0.27997,,9608.20002,33444.0,9364.05295,43,1771186980000
IOSTUSDT,0.001258,0.001259,0.001259,0.001258,,174.648496,5388.0,6.783492,3,1771186980000
CRVUSDT,0.249,0.248,0.249,0.248,,454.0208,1644.0,409.356,10,1771186980000
XTZUSDT,0.396,0.396,0.396,0.396,,101.2968,0.0,0.0,4,1771186980000
ATOMUSDT,2.126,2.125,2.126,2.125,,6187.15768,837.13,1778.99136,52,1771186980000
RLCUSDT,0.4452,0.4452,0.4452,0.4452,,5.20884,0.0,0.0,1,1771186980000
THETAUSDT,0.2059,0.206,0.206,0.2059,,823.01432,3897.9,802.58904,13,1771186980000
ALGOUSDT,0.095,0.095,0.0951,0.0949,,3287.31215,5904.3,560.96465,20,1771186980000
DOGEUSDT,0.10288,0.10293,0.10295,0.10286,,239195.8221,1010596.0,103973.20457,604,1771186980000
TRBUSDT,15.435,15.436,15.436,15.424,,2163.1788,37.0,570.9714,66,1771186980000
SNXUSDT,0.287,0.287,0.287,0.287,,91.2947,0.0,0.0,2,1771186980000
BCHUSDT,554.21,554.35,554.35,554.11,,13356.82506,10.613,5881.55626,123,1771186980000
KNCUSDT,0.1407,0.1408,0.1408,0.1407,,74.3421,525.0,73.92,2,1771186980000
YFIUSDT,2838.0,2839.0,2839.0,2838.0,,59.606,0.008,22.712,3,1771186980000
ZRXUSDT,0.1077,0.1077,0.1078,0.1077,,588.68917,3159.6,340.31143,12,1771186980000
ETHUSDT,1945.25,1946.1,1946.1,1944.38,,2029369.46839,670.358,1303961.41638,2757,1771186980000
BATUSDT,0.1285,0.1284,0.1285,0.1284,,139.93422,0.0,0.0,4,1771186980000
SUSHIUSDT,0.206,0.2061,0.2061,0.206,,3004.6233,14579.0,3004.6233,30,1771186980000
ADAUSDT,0.2795,0.2795,0.2796,0.2794,,47374.7999,167857.0,46916.2926,92,1771186980000
ZILUSDT,0.00428,0.00428,0.00429,0.00428,,410.1565,1694.0,7.26726,15,1771186980000
ONTUSDT,0.0457,0.0457,0.0457,0.0457,,0.0,0.0,0.0,0,1771186980000
ETCUSDT,8.661,8.663,8.664,8.659,,7739.4333,237.84,2060.26016,72,1771186980000
QTUMUSDT,0.977,0.977,0.977,0.977,,6.6436,6.8,6.6436,1,1771186980000
XMRUSDT,333.82,334.0,334.03,333.79,,7833.65676,18.193,6074.01815,136,1771186980000
RUNEUSDT,0.4023,0.4022,0.4023,0.4022,,567.5055,314.0,126.2908,18,1771186980000
ZECUSDT,292.38,292.53,292.56,292.29,,68521.85195,112.492,32895.9927,513,1771186980000
BNBUSDT,612.76,612.78,612.79,612.6,,109103.2478,115.99,71071.3799,323,1771186980000
COMPUSDT,20.9,20.92,20.94,20.89,,21844.25988,480.791,10058.30799,402,1771186980000
LTCUSDT,54.44,54.47,54.47,54.44,,53357.63785,957.202,52120.82159,152,1771186980000
VETUSDT,0.008265,0.008267,0.008267,0.008261,,907.980686,38744.0,320.236246,37,1771186980000
LINKUSDT,8.647,8.65,8.65,8.644,,30036.29288,1605.63,13885.05848,159,1771186980000
DASHUSDT,37.05,37.06,37.07,37.03,,6695.82599,89.076,3300.4855,91,1771186980000
KAVAUSDT,0.0538,0.0538,0.0538,0.0538,,2.85678,0.0,0.0,1,1771186980000
DOTUSDT,1.344,1.345,1.345,1.344,,14644.2627,8320.0,11182.3875,45,1771186980000
NEOUSDT,2.808,2.81,2.81,2.808,,3200.84336,753.64,2117.46825,50,1771186980000
IOTAUSDT,0.0683,0.0683,0.0683,0.0683,,0.0,0.0,0.0,0,1771186980000
BANDUSDT,0.2435,0.2435,0.2435,0.2434,,184.03518,734.6,178.8751,10,1771186980000
BTCUSDT,68359.5,68366.3,68366.3,68348.8,,918886.5487,10.738,733986.1608,822,1771186980000
XRPUSDT,1.4581,1.4599,1.4609,1.4579,,2656162.11483,1199066.1,1749667.61097,3074,1771186980000
XLMUSDT,0.16826,0.16839,0.16842,0.16826,,8805.49814,25259.0,4252.71207,146,1771186980000
EGLDUSDT,4.874,4.875,4.875,4.874,,388.9779,59.8,291.4979,22,1771186980000
SOLUSDT,85.42,85.49,85.5,85.42,,864553.8918,8106.6,692831.0284,791,1771186980000
ICXUSDT,0.0398,0.0398,0.0398,0.0398,,0.0,0.0,0.0,0,1771186980000
