symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27994,0.27997,0.27997,0.27993,,8590.71347,30000.0,8398.40156,74,1771188840000
IOSTUSDT,0.001262,0.001262,0.001262,0.001262,,46.595564,0.0,0.0,2,1771188840000
CRVUSDT,0.248,0.249,0.249,0.248,,127.3563,57.9,14.4171,6,1771188840000
XTZUSDT,0.396,0.396,0.397,0.396,,187.41,22.8,9.0516,9,1771188840000
ATOMUSDT,2.117,2.115,2.117,2.115,,4484.06462,33.25,70.39025,34,1771188840000
RLCUSDT,0.4471,0.447,0.4471,0.447,,35.89765,0.0,0.0,4,1771188840000
THETAUSDT,0.2065,0.2065,0.2066,0.2065,,678.90805,3185.1,657.88635,26,1771188840000
ALGOUSDT,0.0949,0.0949,0.0949,0.0948,,215.83318,2200.6,208.83694,8,1771188840000
DOGEUSDT,0.10263,0.10264,0.10268,0.10262,,136941.99277,578610.0,59396.44725,501,1771188840000
TRBUSDT,15.442,15.444,15.45,15.442,,835.655,32.2,497.3514,52,1771188840000
SNXUSDT,0.287,0.287,0.288,0.287,,200.8155,604.3,174.0384,6,1771188840000
BCHUSDT,553.44,553.47,553.48,553.38,,8179.25592,7.766,4297.99899,88,1771188840000
KNCUSDT,0.1411,0.1411,0.1411,0.1411,,11.288,80.0,11.288,3,1771188840000
YFIUSDT,2836.0,2837.0,2838.0,2836.0,,2479.933,0.52,1475.602,18,1771188840000
ZRXUSDT,0.108,0.1081,0.1081,0.108,,272.80271,2525.1,272.80271,12,1771188840000
ETHUSDT,1946.8,1947.03,1947.43,1946.65,,1146711.32655,328.725,639997.98399,1665,1771188840000
BATUSDT,0.1285,0.1285,0.1285,0.1285,,0.0,0.0,0.0,0,1771188840000
SUSHIUSDT,0.2065,0.2065,0.2065,0.2065,,453.6805,0.0,0.0,9,1771188840000
ADAUSDT,0.2788,0.2788,0.2789,0.2787,,27211.5599,13586.0,3789.0302,101,1771188840000
ZILUSDT,0.00429,0.00428,0.00429,0.00428,,662.017,14924.0,64.02396,21,1771188840000
ONTUSDT,0.0459,0.0459,0.0459,0.0459,,7.18794,156.6,7.18794,1,1771188840000
ETCUSDT,8.659,8.661,8.661,8.659,,2440.15843,167.13,1447.43461,27,1771188840000
QTUMUSDT,0.977,0.978,0.978,0.977,,15.6423,10.3,10.0734,2,1771188840000
XMRUSDT,333.67,333.68,333.91,333.57,,12974.15302,9.092,3034.23548,223,1771188840000
RUNEUSDT,0.4024,0.4025,0.4025,0.4024,,645.6079,1531.0,616.2275,15,1771188840000
ZECUSDT,293.19,293.33,293.55,293.19,,64006.64996,156.012,45760.9073,538,1771188840000
BNBUSDT,613.14,613.17,613.3,613.14,,47058.0959,47.72,29262.6161,292,1771188840000
COMPUSDT,20.78,20.79,20.79,20.78,,2125.74197,82.073,1706.29767,71,1771188840000
LTCUSDT,54.48,54.5,54.5,54.48,,3385.96785,48.276,2630.63145,37,1771188840000
VETUSDT,0.008273,0.008273,0.008273,0.008273,,1175.92422,67981.0,562.406813,21,1771188840000
LINKUSDT,8.649,8.65,8.651,8.649,,19698.53543,156.23,1351.45324,72,1771188840000
DASHUSDT,37.16,37.17,37.19,37.16,,9956.30952,75.493,2806.31337,71,1771188840000
KAVAUSDT,0.0539,0.0538,0.0539,0.0538,,18.10282,152.6,8.22514,3,1771188840000
DOTUSDT,1.346,1.346,1.346,1.345,,974.518,65.5,88.163,32,1771188840000
NEOUSDT,2.809,2.811,2.811,2.809,,560.98575,199.2,559.86215,17,1771188840000
IOTAUSDT,0.0684,0.0684,0.0684,0.0684,,0.0,0.0,0.0,0,1771188840000
BANDUSDT,0.244,0.2441,0.2441,0.2438,,1320.9018,4591.3,1119.98252,17,1771188840000
BTCUSDT,68381.8,68396.8,68396.8,68381.7,,458068.0429,4.939,337776.9777,463,1771188840000
XRPUSDT,1.4585,1.4583,1.459,1.4581,,349387.07798,113808.4,165998.78781,901,1771188840000
XLMUSDT,0.16776,0.1678,0.16782,0.16776,,3990.00997,17136.0,2875.29454,100,1771188840000
EGLDUSDT,4.891,4.892,4.892,4.891,,86.0838,17.6,86.0838,4,1771188840000
SOLUSDT,85.63,85.66,85.67,85.63,,160471.8331,983.15,84216.0522,374,1771188840000
ICXUSDT,0.0399,0.0399,0.0399,0.0399,,22.1046,554.0,22.1046,1,1771188840000
UNIUSDT,3.434,3.435,3.435,3.433,,10252.049,2024.0,6951.9,75,1771188840000
STORJUSDT,0.1003,0.1003,0.1003,0.1003,,20.9627,209.0,20.9627,1,1771188840000
AVAXUSDT,9.203,9.207,9.207,9.203,,22914.246,2067.0,19029.339,90,1771188840000
ENJUSDT,0.02139,0.0214,0.0214,0.02139,,7.63875,252.0,5.3928,2,1771188840000
KSMUSDT,4.607,4.604,4.611,4.604,,12969.6666,2210.3,10186.8725,269,1771188840000
NEARUSDT,1.043,1.042,1.043,1.042,,416.014,256.0,267.008,9,1771188840000
FILUSDT,0.952,0.952,0.953,0.952,,1331.4812,775.6,739.1468,23,1771188840000
AAVEUSDT,123.94,124.02,124.1,123.94,,65970.418,439.2,54494.331,285,1771188840000
BELUSDT,0.0992,0.0992,0.0992,0.0991,,21.4215,159.0,15.7728,3,1771188840000
RSRUSDT,0.001553,0.001553,0.001553,0.001553,,20.362936,0.0,0.0,4,1771188840000
LRCUSDT,0.03254,0.03257,0.03257,0.03254,,708.56194,4966.0,161.6806,29,1771188840000
AXSUSDT,1.374,1.376,1.376,1.374,,11539.881,6070.0,8347.31,78,1771188840000
ZENUSDT,6.228,6.23,6.23,6.228,,1768.4139,279.8,1742.875,37,1771188840000
SKLUSDT,0.00672,0.00673,0.00673,0.00672,,1218.74769,181357.0,1218.74769,20,1771188840000
GRTUSDT,0.02742,0.02741,0.02742,0.02741,,107.76,3870.0,106.1154,7,1771188840000
1INCHUSDT,0.0944,0.0943,0.0944,0.0943,,33.6894,243.0,22.9392,6,1771188840000
CHZUSDT,0.03985,0.03988,0.03988,0.03985,,1536.78265,18129.0,722.64775,41,1771188840000
ANKRUSDT,0.004497,0.004503,0.004503,0.004497,,160.752077,31150.0,140.137829,15,1771188840000
SANDUSDT,0.08651,0.08652,0.08652,0.0865,,2042.57904,22007.0,1903.91775,42,1771188840000
RVNUSDT,0.00621,0.00621,0.00621,0.00621,,5.63868,0.0,0.0,1,1771188840000
SFPUSDT,0.264,0.264,0.264,0.264,,10.296,0.0,0.0,1,1771188840000
COTIUSDT,0.01208,0.01205,0.01208,0.01205,,2901.21693,768.0,9.27744,36,1771188840000
CHRUSDT,0.0253,0.0254,0.0254,0.0253,,877.4728,688.0,17.4752,9,1771188840000
MANAUSDT,0.1023,0.1023,0.1023,0.1022,,2288.8926,2258.0,230.9934,10,1771188840000
ALICEUSDT,0.11,0.11,0.11,0.109,,667.1482,5997.8,659.758,13,1771188840000
ONEUSDT,0.00253,0.00253,0.00253,0.00253,,0.0,0.0,0.0,0,1771188840000
DENTUSDT,0.000143,0.000143,0.000143,0.000142,,95.842517,476169.0,68.092167,6,1771188840000
HBARUSDT,0.09837,0.09841,0.09841,0.09835,,13467.99219,89277.0,8784.84486,136,1771188840000
OGNUSDT,0.0222,0.0221,0.0222,0.0221,,38.7681,489.0,10.8558,4,1771188840000
CELRUSDT,0.00256,0.00257,0.00257,0.00256,,42.81701,3941.0,10.12837,6,1771188840000
HOTUSDT,0.000384,0.000385,0.000385,0.000383,,1361.552321,22885.0,8.810725,10,1771188840000
1000SHIBUSDT,0.006465,0.006467,0.006468,0.006465,,7655.340188,1020244.0,6596.909423,44,1771188840000
GTCUSDT,0.101,0.101,0.101,0.101,,6100.4202,59512.5,6010.7625,22,1771188840000
MTLUSDT,0.2861,0.2863,0.2863,0.286,,638.1326,2190.0,626.6926,20,1771188840000
IOTXUSDT,0.00553,0.00552,0.00553,0.00552,,586.45857,15729.0,86.98137,8,1771188840000
BTCDOMUSDT,5149.8,5149.3,5149.8,5149.3,,540.7063,0.008,41.1944,13,1771188840000
C98USDT,0.0306,0.0307,0.0307,0.0306,,75.2698,244.0,7.4908,4,1771188840000
ATAUSDT,0.0126,0.0127,0.0127,0.0126,,74.2344,4110.0,52.197,5,1771188840000
MASKUSDT,0.4664,0.4669,0.467,0.4664,,1078.1547,1707.0,796.6503,55,1771188840000
DYDXUSDT,0.106,0.106,0.106,0.105,,37896.8666,190575.0,20200.95,94,1771188840000
GALAUSDT,0.00403,0.00404,0.00404,0.00403,,243.62156,28613.0,115.59652,14,1771188840000
1000XECUSDT,0.00814,0.00814,0.00814,0.00814,,130.21558,15997.0,130.21558,5,1771188840000
CELOUSDT,0.084,0.084,0.084,0.084,,162.6996,1936.9,162.6996,3,1771188840000
ARUSDT,1.992,1.993,1.993,1.992,,46.2251,10.7,21.3251,4,1771188840000
CTSIUSDT,0.0269,0.0268,0.0269,0.0268,,76.0155,1447.0,38.9243,4,1771188840000
ARPAUSDT,0.00994,0.00994,0.00994,0.00993,,137.62523,10466.0,104.03204,13,1771188840000
LPTUSDT,2.364,2.367,2.369,2.364,,3419.7441,1392.2,3294.3437,58,1771188840000
ENSUSDT,6.633,6.633,6.633,6.633,,904.7412,111.3,738.2529,24,1771188840000
PEOPLEUSDT,0.00694,0.00696,0.00696,0.00694,,3784.72847,543836.0,3779.69697,25,1771188840000
ROSEUSDT,0.01217,0.01218,0.01219,0.01217,,1121.97683,80765.0,983.84577,24,1771188840000
DUSKUSDT,0.10107,0.10109,0.10111,0.10107,,4357.21887,15577.0,1574.70383,93,1771188840000
FLOWUSDT,0.04169,0.0417,0.0417,0.04168,,274.481081,5555.5,231.641371,21,1771188840000
IMXUSDT,0.1645,0.1644,0.1645,0.1644,,527.7356,1760.0,289.52,16,1771188840000
GMTUSDT,0.01239,0.01238,0.01239,0.01238,,18.40211,543.0,6.72777,2,1771188840000
API3USDT,0.31,0.3102,0.3102,0.3099,,87.84162,184.1,57.09159,13,1771188840000
APEUSDT,0.1293,0.1293,0.1294,0.1293,,968.6788,7390.0,956.266,10,1771188840000
WOOUSDT,0.01702,0.01702,0.01702,0.01702,,625.26374,25158.0,428.18916,19,1771188840000
JASMYUSDT,0.005827,0.005828,0.005828,0.005827,,568.974024,93529.0,545.025054,19,1771188840000
OPUSDT,0.1877,0.1878,0.1878,0.1876,,2997.07835,13781.8,2587.62001,43,1771188840000
INJUSDT,3.101,3.102,3.102,3.101,,3379.1929,947.7,2939.7654,29,1771188840000
STGUSDT,0.1542,0.1542,0.1543,0.1541,,2955.1816,15862.0,2446.0664,29,1771188840000
SPELLUSDT,0.000189,0.000189,0.0001891,0.000189,,409.9399271,56794.0,10.7397454,9,1771188840000
1000LUNCUSDT,0.03402,0.03402,0.03405,0.03402,,2616.03725,11556.0,393.28481,34,1771188840000
LUNA2USDT,0.06678,0.06663,0.06692,0.06662,,18182.39709,68063.0,4549.74616,324,1771188840000
LDOUSDT,0.3369,0.3371,0.3373,0.3369,,7307.1268,17252.0,5817.5416,86,1771188840000
APTUSDT,0.9208,0.9213,0.9215,0.9208,,15533.99683,15228.9,14028.1521,189,1771188840000
ICPUSDT,2.38,2.381,2.381,2.38,,1449.721,297.0,707.157,29,1771188840000
QNTUSDT,69.65,69.68,69.68,69.65,,229.904,3.0,209.009,12,1771188840000
HOOKUSDT,0.02657,0.02655,0.02659,0.02655,,136.949566,2126.7,56.529766,15,1771188840000
FETUSDT,0.1709,0.1709,0.171,0.1709,,728.4183,2134.0,364.914,19,1771188840000
MAGICUSDT,0.06776,0.06785,0.06785,0.06776,,1163.067059,15695.3,1064.527739,29,1771188840000
CFXUSDT,0.05425,0.05423,0.05425,0.05423,,330.63537,1554.0,84.29104,14,1771188840000
STXUSDT,0.2633,0.2633,0.2633,0.2633,,8.6889,0.0,0.0,2,1771188840000
HIGHUSDT,0.1525,0.1525,0.1525,0.1525,,20.496,112.1,17.09525,3,1771188840000
PHBUSDT,0.1647,0.1647,0.1647,0.1647,,12.0231,73.0,12.0231,1,1771188840000
TUSDT,0.007224,0.007226,0.007226,0.007224,,24.790864,2660.0,19.22116,3,1771188840000
MINAUSDT,0.06602,0.06605,0.06606,0.06602,,485.90978,2117.0,139.84188,20,1771188840000
ACHUSDT,0.007593,0.007594,0.007598,0.007593,,710.969469,44647.0,339.145343,38,1771188840000
CKBUSDT,0.00165,0.001649,0.00165,0.001649,,13.706484,4943.0,8.15595,2,1771188840000
SSVUSDT,3.246,3.247,3.247,3.246,,79.24458,17.97,58.34034,5,1771188840000
TRUUSDT,0.006442,0.006441,0.006444,0.006441,,532.941451,36549.0,235.519808,18,1771188840000
ASTRUSDT,0.007867,0.007873,0.007873,0.007867,,48.288331,2650.0,20.856102,6,1771188840000
GMXUSDT,6.29,6.294,6.294,6.29,,114.39352,16.99,106.90842,11,1771188840000
LQTYUSDT,0.2722,0.2721,0.2722,0.2721,,77.0337,21.9,5.96118,7,1771188840000
ARBUSDT,0.1136,0.1137,0.1137,0.1136,,17513.55373,147611.5,16768.90573,60,1771188840000
IDUSDT,0.05211,0.05212,0.05212,0.0521,,96.92412,1386.0,72.22872,9,1771188840000
JOEUSDT,0.03809,0.03804,0.0381,0.03804,,367.676,147.0,5.59923,22,1771188840000
TLMUSDT,0.001713,0.001714,0.001715,0.001712,,1436.431543,494480.0,847.064761,54,1771188840000
RDNTUSDT,0.00585,0.00585,0.005852,0.005847,,1212.503849,10950.0,64.061943,33,1771188840000
HFTUSDT,0.01786,0.01787,0.01787,0.01786,,26.23969,335.0,5.98645,4,1771188840000
XVSUSDT,2.824,2.824,2.824,2.822,,95.7199,26.1,73.7064,6,1771188840000
ETHBTC,0.028471,0.028471,0.028471,0.028471,,0.06092794,2.14,0.06092794,2,1771188840000
BLURUSDT,0.02116,0.02117,0.02117,0.02115,,1176.09075,11732.0,248.31712,28,1771188840000
EDUUSDT,0.1283,0.1282,0.1284,0.128,,5896.7418,4614.0,591.972,56,1771188840000
SUIUSDT,0.9666,0.9667,0.9667,0.9665,,10928.02046,7382.1,7135.67445,171,1771188840000
1000PEPEUSDT,0.0043955,0.0044008,0.0044013,0.0043948,,67184.5265029,12058525.0,53035.3099955,685,1771188840000
1000FLOKIUSDT,0.03163,0.03164,0.03165,0.03163,,112.11959,2197.0,69.51319,11,1771188840000
UMAUSDT,0.4971,0.4974,0.4974,0.4971,,57.672,116.0,57.672,3,1771188840000
NMRUSDT,8.35,8.35,8.35,8.35,,29.225,2.2,18.37,4,1771188840000
MAVUSDT,0.0162,0.01621,0.01621,0.0162,,21.16656,936.0,15.17256,4,1771188840000
XVGUSDT,0.00594,0.005946,0.005948,0.00594,,575.209982,91156.0,541.795916,40,1771188840000
WLDUSDT,0.4024,0.4024,0.4026,0.4024,,3153.824,4802.0,1932.6801,57,1771188840000
ARKMUSDT,0.1169,0.1169,0.1169,0.1169,,1526.2464,13049.0,1525.4281,15,1771188840000
AGLDUSDT,0.2268,0.2268,0.2268,0.2268,,59.1948,190.0,43.092,4,1771188840000
PENDLEUSDT,1.2337,1.2344,1.2344,1.2336,,2662.638,1686.0,2080.3438,113,1771188840000
YGGUSDT,0.04041,0.04041,0.04041,0.04041,,36.08613,893.0,36.08613,1,1771188840000
DODOXUSDT,0.015659,0.015664,0.015664,0.015659,,11.761749,383.0,5.997397,2,1771188840000
BNTUSDT,0.2839,0.2838,0.2841,0.2838,,321.0701,64.0,18.1824,12,1771188840000
OXTUSDT,0.01787,0.01787,0.01788,0.01787,,379.84158,3062.0,54.73566,53,1771188840000
CYBERUSDT,0.5624,0.5626,0.5626,0.5622,,1231.31484,2112.7,1188.18823,11,1771188840000
SEIUSDT,0.0748,0.0747,0.0748,0.0747,,895.369,2389.0,178.6972,23,1771188840000
ARKUSDT,0.1933,0.1933,0.1935,0.1933,,540.8023,580.0,112.1779,14,1771188840000
BICOUSDT,0.02407,0.02408,0.02408,0.02407,,19.93353,828.0,19.93353,3,1771188840000
BIGTIMEUSDT,0.01534,0.01533,0.01534,0.01533,,20.32076,851.0,13.05434,2,1771188840000
GASUSDT,1.646,1.647,1.647,1.646,,247.3762,74.8,123.1956,11,1771188840000
TIAUSDT,0.3374,0.3374,0.3375,0.3374,,1529.8126,3784.0,1277.1,23,1771188840000
POLYXUSDT,0.04401,0.04401,0.04402,0.044,,107.08241,2133.0,93.88241,14,1771188840000
POWRUSDT,0.06688,0.06691,0.06691,0.06688,,24.01334,80.0,5.3528,5,1771188840000
ORDIUSDT,2.774,2.775,2.776,2.774,,677.3831,217.1,602.4618,18,1771188840000
BSVUSDT,16.8,16.8,16.8,16.8,,15.12,0.9,15.12,2,1771188840000
WAXPUSDT,0.007196,0.007197,0.007197,0.007196,,13.873944,1928.0,13.873944,4,1771188840000
TWTUSDT,0.5084,0.5084,0.5085,0.5083,,264.3559,280.0,142.3454,20,1771188840000
RIFUSDT,0.03061,0.03061,0.03062,0.03057,,667.68823,14595.0,446.51454,38,1771188840000
STEEMUSDT,0.05213,0.05214,0.05214,0.0521,,45.82146,808.0,42.12236,8,1771188840000
ILVUSDT,3.815,3.815,3.815,3.815,,90.034,23.6,90.034,4,1771188840000
CAKEUSDT,1.2903,1.2906,1.2906,1.2903,,1357.4765,889.0,1147.1413,30,1771188840000
NTRNUSDT,0.01425,0.01425,0.01425,0.01425,,67.84425,0.0,0.0,5,1771188840000
MEMEUSDT,0.0007086,0.0007087,0.0007087,0.0007085,,2157.0536278,2936662.0,2080.9265825,65,1771188840000
KASUSDT,0.03146,0.03146,0.03146,0.03146,,57.8864,1840.0,57.8864,5,1771188840000
BEAMXUSDT,0.002359,0.002359,0.002359,0.002359,,16.18274,2226.0,5.251134,2,1771188840000
PYTHUSDT,0.0556,0.0556,0.05561,0.05558,,27628.67029,451470.0,25093.51847,61,1771188840000
1000BONKUSDT,0.00648,0.006485,0.006486,0.00648,,9104.485582,1373515.0,8903.811066,80,1771188840000
SUPERUSDT,0.1239,0.1238,0.1239,0.1238,,124.4279,89.0,11.0271,5,1771188840000
USTCUSDT,0.005121,0.005113,0.005124,0.005113,,1410.020078,76360.0,391.09799,33,1771188840000
ONGUSDT,0.06691,0.06694,0.06694,0.06689,,542.79008,7768.0,519.76342,9,1771188840000
ETHWUSDT,0.3392,0.3393,0.3393,0.3392,,29.5127,87.0,29.5127,3,1771188840000
JTOUSDT,0.2665,0.2666,0.2666,0.2665,,1034.9408,2231.0,594.7846,66,1771188840000
1000SATSUSDT,1.15e-05,1.15e-05,1.16e-05,1.15e-05,,1001.6676993,6088223.0,70.6233868,14,1771188840000
AUCTIONUSDT,5.149,5.152,5.152,5.149,,1103.1138,210.68,1085.19528,38,1771188840000
1000RATSUSDT,0.04661,0.04661,0.04661,0.04661,,107.99537,2317.0,107.99537,3,1771188840000
ACEUSDT,0.1687,0.1688,0.169,0.1687,,5479.329626,28752.61,4854.412568,59,1771188840000
MOVRUSDT,1.452,1.452,1.452,1.452,,576.24072,396.86,576.24072,9,1771188840000
NFPUSDT,0.01754,0.01754,0.01755,0.01754,,216.867349,6417.9,112.634145,14,1771188840000
AIUSDT,0.02302,0.02298,0.02303,0.02298,,4019.43089,34484.0,792.53591,52,1771188840000
XAIUSDT,0.01096,0.0109,0.01096,0.0109,,8627.96482,109015.0,1192.58148,67,1771188840000
WIFUSDT,0.2282,0.2283,0.2284,0.2282,,3320.32418,11112.8,2537.05608,43,1771188840000
ZETAUSDT,0.05479,0.05481,0.05481,0.05479,,158.81081,2761.0,151.30184,7,1771188840000
MANTAUSDT,0.07809,0.07807,0.07816,0.07797,,4737.583005,22427.1,1750.736762,156,1771188840000
ONDOUSDT,0.2725,0.2726,0.2726,0.2725,,801.64328,2941.8,801.64328,22,1771188840000
LSKUSDT,0.1419,0.1418,0.1419,0.1418,,59.56,40.0,5.676,4,1771188840000
ALTUSDT,0.0086,0.0086,0.0086,0.0086,,148.823,0.0,0.0,1,1771188840000
JUPUSDT,0.1599,0.1599,0.1599,0.1598,,554.7555,897.0,143.4303,8,1771188840000
RONINUSDT,0.0996,0.0997,0.0997,0.0996,,51.43877,246.2,24.52685,6,1771188840000
PIXELUSDT,0.005526,0.005523,0.005529,0.005521,,965.742048,82719.0,456.937599,32,1771188840000
OMUSDT,0.05662,0.05668,0.05668,0.05662,,6932.456424,94369.1,5345.777438,120,1771188840000
STRKUSDT,0.04842,0.04843,0.04843,0.04842,,441.355192,8986.8,435.181642,25,1771188840000
GLMUSDT,0.18643,0.18645,0.18645,0.18643,,1032.86214,5540.0,1032.86214,9,1771188840000
DYMUSDT,0.04591,0.04594,0.04596,0.0459,,2980.135433,57353.3,2634.422413,69,1771188840000
PORTALUSDT,0.01473,0.01473,0.01474,0.01473,,193.706657,1893.8,27.914612,9,1771188840000
VANRYUSDT,0.006116,0.006112,0.006119,0.00611,,954.058782,15833.0,96.820051,32,1771188840000
