symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27979,0.27985,0.27986,0.27975,,107766.73347,336668.0,94202.22334,383,1771188000000
IOSTUSDT,0.001261,0.001259,0.001261,0.001259,,239.642673,16328.0,20.589608,8,1771188000000
CRVUSDT,0.249,0.248,0.25,0.248,,59943.6011,82387.9,20515.623,73,1771188000000
XTZUSDT,0.399,0.398,0.399,0.398,,18780.1459,38.3,15.2817,68,1771188000000
ATOMUSDT,2.121,2.116,2.122,2.116,,13311.12294,1023.68,2171.19566,112,1771188000000
RLCUSDT,0.4461,0.4458,0.4461,0.4458,,132.02523,75.3,33.59133,9,1771188000000
THETAUSDT,0.2072,0.207,0.2072,0.207,,2695.49636,2696.4,558.69408,28,1771188000000
ALGOUSDT,0.0952,0.0952,0.0952,0.0951,,3126.78191,16215.6,1543.72512,27,1771188000000
DOGEUSDT,0.10301,0.1029,0.10307,0.10288,,293399.74071,1025618.0,105662.93718,1072,1771188000000
TRBUSDT,15.453,15.439,15.46,15.439,,5093.1796,43.0,664.6019,74,1771188000000
SNXUSDT,0.287,0.287,0.287,0.287,,26.8058,0.0,0.0,3,1771188000000
BCHUSDT,554.14,553.84,554.38,553.83,,30279.20372,23.829,13206.23378,289,1771188000000
KNCUSDT,0.1409,0.1408,0.1409,0.1408,,2844.1176,0.0,0.0,15,1771188000000
YFIUSDT,2842.0,2839.0,2842.0,2839.0,,2172.344,0.218,619.19,45,1771188000000
ZRXUSDT,0.1081,0.108,0.1082,0.108,,682.51575,2038.2,220.47975,18,1771188000000
ETHUSDT,1953.78,1952.38,1955.47,1951.52,,9971997.48851,2621.602,5120322.04075,8288,1771188000000
BATUSDT,0.1289,0.1287,0.1289,0.1287,,2204.99939,62.1,8.00469,27,1771188000000
SUSHIUSDT,0.2067,0.2065,0.2067,0.2065,,3193.4071,833.0,172.1811,18,1771188000000
