symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27977,0.27991,0.27991,0.27977,,71675.07916,248134.0,69440.32178,272,1771188120000
IOSTUSDT,0.00126,0.00126,0.00126,0.00126,,0.0,0.0,0.0,0,1771188120000
CRVUSDT,0.249,0.249,0.249,0.248,,169.0635,646.7,161.0283,9,1771188120000
XTZUSDT,0.397,0.398,0.398,0.397,,2091.7912,196.7,78.2866,12,1771188120000
ATOMUSDT,2.115,2.116,2.116,2.115,,922.55479,414.79,877.69564,23,1771188120000
RLCUSDT,0.4469,0.4469,0.447,0.4469,,531.77072,366.4,163.76237,9,1771188120000
THETAUSDT,0.207,0.207,0.207,0.207,,300.0051,1449.3,300.0051,12,1771188120000
ALGOUSDT,0.095,0.0951,0.0952,0.095,,5863.35982,49335.4,4692.06699,28,1771188120000
DOGEUSDT,0.1029,0.10284,0.1029,0.1028,,170296.94864,619384.0,63709.6509,643,1771188120000
TRBUSDT,15.436,15.449,15.449,15.436,,900.1957,55.6,858.5017,50,1771188120000
SNXUSDT,0.287,0.288,0.288,0.287,,138.1528,364.1,104.8608,4,1771188120000
BCHUSDT,553.62,553.63,553.76,553.62,,10458.63916,12.715,7040.07707,98,1771188120000
KNCUSDT,0.1409,0.1409,0.1409,0.1409,,300.117,2130.0,300.117,14,1771188120000
YFIUSDT,2838.0,2838.0,2839.0,2838.0,,1146.836,0.368,1044.668,41,1771188120000
ZRXUSDT,0.108,0.108,0.108,0.108,,170.7156,1529.5,165.186,8,1771188120000
ETHUSDT,1951.68,1951.29,1952.19,1951.02,,1634203.1009,348.6,680322.11536,2219,1771188120000
BATUSDT,0.1287,0.1286,0.1287,0.1286,,269.34651,323.9,41.68593,7,1771188120000
SUSHIUSDT,0.2065,0.2066,0.2066,0.2065,,124.3697,567.0,117.1422,8,1771188120000
ADAUSDT,0.2793,0.2791,0.2793,0.279,,55848.4642,141621.0,39537.2712,233,1771188120000
ZILUSDT,0.00428,0.00428,0.00429,0.00428,,464.4996,9392.0,40.29168,15,1771188120000
ONTUSDT,0.0458,0.0458,0.0458,0.0458,,0.0,0.0,0.0,0,1771188120000
ETCUSDT,8.669,8.669,8.67,8.669,,2286.5725,212.08,1838.6243,41,1771188120000
QTUMUSDT,0.977,0.977,0.977,0.977,,18.4653,0.0,0.0,1,1771188120000
XMRUSDT,333.87,333.92,333.93,333.68,,20863.70407,45.035,15034.31645,269,1771188120000
