symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.27998,0.27997,0.27998,0.27992,,31517.72997,33364.0,9340.77429,135,1771187580000
IOSTUSDT,0.001261,0.00126,0.001261,0.00126,,46.323625,16105.0,20.308405,3,1771187580000
CRVUSDT,0.249,0.248,0.249,0.248,,3518.8898,13781.8,3431.6682,19,1771187580000
XTZUSDT,0.398,0.397,0.398,0.397,,55117.4036,86522.8,34436.0744,97,1771187580000
ATOMUSDT,2.12,2.12,2.121,2.119,,1579.20094,182.32,386.53013,41,1771187580000
RLCUSDT,0.4466,0.4466,0.4472,0.4466,,451.71313,985.8,440.72677,15,1771187580000
THETAUSDT,0.2067,0.2067,0.2071,0.2067,,20272.96541,84164.7,17420.15127,128,1771187580000
ALGOUSDT,0.0952,0.0952,0.0952,0.0951,,229.64282,2045.6,194.74112,11,1771187580000
DOGEUSDT,0.10328,0.10315,0.1033,0.10311,,639046.36099,1816001.0,187470.99551,1477,1771187580000
TRBUSDT,15.447,15.44,15.447,15.437,,2683.9054,26.6,410.7637,61,1771187580000
SNXUSDT,0.288,0.288,0.288,0.287,,10169.9551,15682.5,4516.56,37,1771187580000
BCHUSDT,554.24,554.16,554.33,554.07,,19252.1753,16.19,8972.4462,233,1771187580000
KNCUSDT,0.1407,0.1407,0.1408,0.1407,,801.94,4230.0,595.5331,19,1771187580000
YFIUSDT,2847.0,2843.0,2847.0,2843.0,,2233.188,0.077,218.988,44,1771187580000
ZRXUSDT,0.108,0.108,0.108,0.108,,1080.756,3634.4,392.5152,28,1771187580000
ETHUSDT,1951.61,1951.04,1952.68,1950.63,,7418065.63678,1635.798,3192597.6018,6428,1771187580000
BATUSDT,0.1289,0.1288,0.1289,0.1288,,1386.91881,260.7,33.58983,29,1771187580000
SUSHIUSDT,0.2066,0.2065,0.2066,0.2065,,514.6297,2079.0,429.5214,13,1771187580000
ADAUSDT,0.2802,0.28,0.2803,0.28,,64874.5366,112148.0,31427.6771,260,1771187580000
ZILUSDT,0.0043,0.0043,0.0043,0.00429,,1083.89627,106166.0,456.5138,24,1771187580000
ONTUSDT,0.0459,0.0459,0.0459,0.0459,,14.9175,325.0,14.9175,2,1771187580000
ETCUSDT,8.678,8.673,8.678,8.673,,14230.49212,339.12,2942.28714,106,1771187580000
QTUMUSDT,0.979,0.979,0.979,0.979,,0.0,0.0,0.0,0,1771187580000
XMRUSDT,335.32,335.2,335.43,335.14,,16593.95378,18.35,6152.74189,338,1771187580000
RUNEUSDT,0.403,0.403,0.4032,0.4029,,2820.4018,3869.0,1559.6786,60,1771187580000
ZECUSDT,293.12,292.35,293.12,292.24,,112096.58801,95.67,27999.4066,868,1771187580000
BNBUSDT,613.66,613.67,613.9,613.51,,367972.6661,386.02,236927.8501,817,1771187580000
COMPUSDT,21.05,20.97,21.06,20.96,,38239.51826,665.153,13962.21623,329,1771187580000
LTCUSDT,54.6,54.58,54.62,54.58,,93034.13119,423.721,23136.48047,196,1771187580000
VETUSDT,0.008276,0.008271,0.008279,0.008271,,6784.024441,302630.0,2504.013484,112,1771187580000
LINKUSDT,8.668,8.662,8.67,8.662,,80184.33139,860.49,7458.40564,287,1771187580000
DASHUSDT,37.18,37.17,37.2,37.16,,31993.65103,611.048,22718.95146,178,1771187580000
KAVAUSDT,0.054,0.0539,0.054,0.0539,,2669.23614,0.0,0.0,21,1771187580000
DOTUSDT,1.349,1.347,1.349,1.347,,78635.0257,2319.8,3127.9319,142,1771187580000
NEOUSDT,2.816,2.815,2.816,2.813,,10185.81835,1752.63,4932.31384,67,1771187580000
IOTAUSDT,0.0685,0.0685,0.0685,0.0685,,4702.12085,0.0,0.0,13,1771187580000
BANDUSDT,0.2445,0.2442,0.2445,0.2439,,4063.81535,55.9,13.66196,43,1771187580000
BTCUSDT,68466.5,68457.6,68476.5,68445.9,,1912676.5684,18.183,1244799.7916,1484,1771187580000
XRPUSDT,1.4598,1.4594,1.4599,1.4584,,862356.26649,245898.7,358820.86855,1599,1771187580000
XLMUSDT,0.16851,0.16847,0.16851,0.16836,,11213.20805,27184.0,4578.02544,225,1771187580000
EGLDUSDT,4.888,4.886,4.888,4.886,,606.9281,0.0,0.0,20,1771187580000
SOLUSDT,85.68,85.63,85.73,85.63,,1295566.3838,7619.5,652785.0217,1387,1771187580000
ICXUSDT,0.0399,0.0399,0.0399,0.0399,,6.9426,0.0,0.0,1,1771187580000
UNIUSDT,3.441,3.441,3.443,3.439,,33721.822,5591.0,19236.842,162,1771187580000
STORJUSDT,0.0999,0.0999,0.0999,0.0999,,847.5516,6145.0,613.8855,12,1771187580000
AVAXUSDT,9.214,9.213,9.217,9.209,,119922.118,4107.0,37834.416,363,1771187580000
ENJUSDT,0.02142,0.0214,0.02142,0.0214,,600.64606,0.0,0.0,23,1771187580000
KSMUSDT,4.609,4.606,4.609,4.603,,4056.627,48.1,221.589,78,1771187580000
NEARUSDT,1.045,1.044,1.045,1.044,,3037.852,856.0,894.52,33,1771187580000
FILUSDT,0.955,0.954,0.956,0.954,,30570.1312,19852.9,18959.61,98,1771187580000
AAVEUSDT,124.02,124.01,124.08,123.96,,29530.698,66.2,8210.525,223,1771187580000
BELUSDT,0.0992,0.0992,0.0992,0.0992,,334.8,0.0,0.0,15,1771187580000
RSRUSDT,0.001558,0.001557,0.001558,0.001557,,717.668016,18819.0,29.320002,17,1771187580000
LRCUSDT,0.03278,0.03275,0.03278,0.03275,,1212.95393,8698.0,285.03346,41,1771187580000
AXSUSDT,1.38,1.38,1.381,1.379,,37064.258,9073.0,12520.721,157,1771187580000
ZENUSDT,6.242,6.237,6.242,6.237,,5723.9242,161.1,1004.9601,85,1771187580000
SKLUSDT,0.00672,0.00672,0.00672,0.00672,,239.48736,35638.0,239.48736,5,1771187580000
GRTUSDT,0.02743,0.02743,0.02747,0.02743,,20266.02759,588451.0,16155.69,131,1771187580000
1INCHUSDT,0.0944,0.0945,0.0945,0.0944,,50.2273,65.0,6.1425,5,1771187580000
CHZUSDT,0.03998,0.03996,0.03999,0.03995,,5343.04039,4404.0,176.04891,91,1771187580000
ANKRUSDT,0.004505,0.004503,0.004505,0.004503,,1193.067006,0.0,0.0,22,1771187580000
SANDUSDT,0.08666,0.08664,0.08669,0.08662,,5049.55468,15015.0,1301.00354,114,1771187580000
