symbol,open,close,high,low,volume,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
TRXUSDT,0.28007,0.28001,0.28008,0.27999,,10737.47174,13711.0,3839.11166,113,1771185480000
IOSTUSDT,0.001258,0.001258,0.001258,0.001258,,8.905382,0.0,0.0,1,1771185480000
CRVUSDT,0.248,0.249,0.249,0.247,,51669.7098,90578.9,22463.6556,79,1771185480000
XTZUSDT,0.394,0.395,0.395,0.394,,137.5409,34.9,13.7855,8,1771185480000
ATOMUSDT,2.122,2.121,2.122,2.12,,3249.55129,460.44,976.59324,57,1771185480000
RLCUSDT,0.4431,0.4428,0.4431,0.4425,,192.83532,162.5,71.95131,12,1771185480000
THETAUSDT,0.2056,0.2056,0.2056,0.2054,,250.94628,828.3,170.22565,16,1771185480000
ALGOUSDT,0.0946,0.0947,0.0947,0.0946,,2882.02968,4768.6,451.12186,65,1771185480000
DOGEUSDT,0.1028,0.10274,0.10282,0.10271,,242178.66912,696149.0,71543.69067,865,1771185480000
TRBUSDT,15.384,15.381,15.389,15.374,,3760.4566,124.8,1919.5455,139,1771185480000
SNXUSDT,0.285,0.285,0.285,0.285,,14.478,0.0,0.0,2,1771185480000
BCHUSDT,552.45,552.29,552.52,552.15,,14245.15983,13.408,7406.01204,214,1771185480000
KNCUSDT,0.1403,0.1401,0.1403,0.1401,,1161.3736,0.0,0.0,21,1771185480000
YFIUSDT,2846.0,2844.0,2846.0,2843.0,,756.625,0.109,309.996,22,1771185480000
ZRXUSDT,0.1076,0.1075,0.1076,0.1075,,576.43667,4788.7,514.78542,45,1771185480000
ETHUSDT,1943.62,1943.24,1943.9,1942.15,,4000337.46876,1098.496,2134242.37535,4135,1771185480000
BATUSDT,0.1285,0.1284,0.1285,0.1284,,337.17223,0.0,0.0,5,1771185480000
SUSHIUSDT,0.2054,0.2053,0.2054,0.2053,,280.8677,0.0,0.0,5,1771185480000
ADAUSDT,0.2791,0.279,0.2791,0.2787,,71992.0385,160196.0,44683.4131,219,1771185480000
ZILUSDT,0.00426,0.00426,0.00427,0.00426,,1491.1748,152522.0,651.26894,33,1771185480000
ONTUSDT,0.0456,0.0456,0.0456,0.0456,,0.0,0.0,0.0,0,1771185480000
ETCUSDT,8.641,8.636,8.641,8.633,,19848.88693,455.14,3930.41533,117,1771185480000
QTUMUSDT,0.974,0.974,0.974,0.973,,960.5392,608.5,592.679,21,1771185480000
XMRUSDT,334.97,334.75,335.04,334.47,,55675.81054,85.842,28734.25976,877,1771185480000
RUNEUSDT,0.4018,0.4018,0.4019,0.4017,,979.1606,999.0,401.4018,29,1771185480000
ZECUSDT,295.08,295.33,295.45,295.08,,99623.76807,218.091,64396.86809,747,1771185480000
BNBUSDT,612.23,612.02,612.23,611.82,,140077.0537,140.13,85750.3095,590,1771185480000
COMPUSDT,20.97,20.92,20.97,20.91,,23486.89358,502.234,10509.97108,257,1771185480000
LTCUSDT,54.5,54.47,54.5,54.45,,32015.38011,383.124,20870.26816,123,1771185480000
VETUSDT,0.008247,0.008246,0.008247,0.008242,,3968.374906,246222.0,2030.08885,71,1771185480000
LINKUSDT,8.641,8.641,8.643,8.634,,84097.56672,5374.52,46435.95433,221,1771185480000
DASHUSDT,36.98,37.03,37.04,36.98,,13415.38731,239.16,8850.17171,124,1771185480000
KAVAUSDT,0.0538,0.0538,0.0539,0.0537,,6600.166,48518.3,2610.30239,18,1771185480000
DOTUSDT,1.34,1.339,1.34,1.338,,56128.118,12080.1,16175.281,128,1771185480000
NEOUSDT,2.8,2.8,2.8,2.799,,54.40199,9.93,27.804,9,1771185480000
IOTAUSDT,0.0682,0.0682,0.0682,0.0681,,2348.61012,12588.9,858.56298,18,1771185480000
BANDUSDT,0.2431,0.243,0.2431,0.2429,,1130.67182,312.7,75.99588,18,1771185480000
BTCUSDT,68326.0,68306.9,68326.1,68295.3,,2219414.8221,18.044,1232416.2057,1133,1771185480000
XRPUSDT,1.4537,1.4537,1.4544,1.4524,,644558.27615,286974.3,417170.07784,1102,1771185480000
XLMUSDT,0.16814,0.16811,0.16816,0.16801,,26062.34722,133979.0,22520.57903,157,1771185480000
EGLDUSDT,4.868,4.869,4.87,4.867,,714.1711,101.6,494.6543,28,1771185480000
SOLUSDT,85.4,85.36,85.41,85.32,,421972.1163,2541.49,216979.3589,784,1771185480000
ICXUSDT,0.0397,0.0398,0.0398,0.0397,,54.3142,1237.0,49.2326,4,1771185480000
UNIUSDT,3.423,3.422,3.423,3.42,,19395.767,2983.0,10207.632,134,1771185480000
STORJUSDT,0.0996,0.0995,0.0996,0.0995,,104.6588,78.0,7.7688,6,1771185480000
AVAXUSDT,9.184,9.179,9.184,9.176,,42163.568,2390.0,21940.666,242,1771185480000
ENJUSDT,0.02139,0.02139,0.02141,0.02138,,813.99789,31952.0,683.73842,16,1771185480000
KSMUSDT,4.587,4.589,4.589,4.583,,6936.4035,442.0,2027.5026,120,1771185480000
NEARUSDT,1.041,1.04,1.041,1.039,,20794.816,379.0,394.228,63,1771185480000
FILUSDT,0.949,0.949,0.95,0.948,,156896.9828,92081.5,87385.7904,107,1771185480000
AAVEUSDT,123.68,123.61,123.68,123.57,,47807.052,268.7,33218.856,321,1771185480000
BELUSDT,0.0982,0.0982,0.0982,0.0982,,418.0374,716.0,70.3112,11,1771185480000
RSRUSDT,0.001551,0.001553,0.001553,0.001551,,131.421589,81145.0,125.972926,6,1771185480000
LRCUSDT,0.03282,0.03287,0.03287,0.03282,,3867.85559,104592.0,3436.75737,58,1771185480000
AXSUSDT,1.377,1.378,1.378,1.375,,60410.98,20077.0,27633.318,154,1771185480000
ZENUSDT,6.208,6.211,6.211,6.207,,3843.3961,595.8,3700.0033,58,1771185480000
SKLUSDT,0.00667,0.00667,0.00667,0.00666,,86.32875,12171.0,81.18057,5,1771185480000
GRTUSDT,0.02733,0.02732,0.02733,0.02731,,905.14349,6415.0,175.2578,24,1771185480000
1INCHUSDT,0.0938,0.0938,0.0938,0.0937,,1945.8718,13589.0,1274.6482,21,1771185480000
CHZUSDT,0.03998,0.03996,0.03998,0.03994,,3778.23434,69693.0,2784.96756,79,1771185480000
ANKRUSDT,0.004506,0.004506,0.004507,0.004504,,521.606404,95590.0,430.822674,10,1771185480000
SANDUSDT,0.08642,0.08644,0.08647,0.08636,,10449.35798,109642.0,9478.10394,115,1771185480000
RVNUSDT,0.00618,0.00617,0.00618,0.00617,,33.21153,3544.0,21.90192,4,1771185480000
SFPUSDT,0.2624,0.2624,0.2624,0.2623,,285.4887,254.0,66.6496,13,1771185480000
COTIUSDT,0.01199,0.01199,0.01199,0.01199,,78.84624,0.0,0.0,3,1771185480000
CHRUSDT,0.0254,0.0255,0.0255,0.0254,,1047.3544,616.0,15.708,11,1771185480000
MANAUSDT,0.1019,0.1019,0.1019,0.1017,,1383.1463,4515.0,459.7282,26,1771185480000
ALICEUSDT,0.109,0.109,0.109,0.108,,336.4695,2609.1,284.3919,14,1771185480000
ONEUSDT,0.00252,0.00252,0.00252,0.00252,,59.9634,0.0,0.0,7,1771185480000
DENTUSDT,0.000142,0.000143,0.000143,0.000142,,113.611284,341718.0,48.865674,4,1771185480000
HBARUSDT,0.09876,0.09871,0.09876,0.09867,,11949.38539,76193.0,7520.986,143,1771185480000
OGNUSDT,0.022,0.022,0.0221,0.022,,66.0893,893.0,19.7353,4,1771185480000
CELRUSDT,0.00254,0.00254,0.00255,0.00254,,54.10645,1969.0,5.02095,8,1771185480000
HOTUSDT,0.000383,0.000383,0.000384,0.000383,,1115.771806,222643.0,85.494912,7,1771185480000
1000SHIBUSDT,0.006456,0.006454,0.006456,0.006451,,5632.964915,504316.0,3255.102303,82,1771185480000
GTCUSDT,0.101,0.1,0.101,0.1,,169.7101,1620.1,163.6301,2,1771185480000
MTLUSDT,0.285,0.285,0.285,0.2848,,139.0748,241.0,68.685,10,1771185480000
IOTXUSDT,0.00552,0.00552,0.00552,0.00552,,0.0,0.0,0.0,0,1771185480000
BTCDOMUSDT,5153.9,5154.0,5154.7,5153.4,,1309.1208,0.076,391.7016,31,1771185480000
C98USDT,0.0304,0.0303,0.0304,0.0303,,1969.3825,5024.0,152.7296,20,1771185480000
ATAUSDT,0.0126,0.0126,0.0127,0.0126,,347.3996,428.0,5.4356,6,1771185480000
MASKUSDT,0.4651,0.4649,0.4653,0.4648,,1691.7501,1739.0,808.7164,49,1771185480000
DYDXUSDT,0.106,0.106,0.106,0.105,,2449.6081,23026.6,2440.8196,12,1771185480000
GALAUSDT,0.00402,0.00403,0.00403,0.00402,,487.93399,21151.0,85.23853,19,1771185480000
1000XECUSDT,0.0081,0.0081,0.0081,0.00809,,1444.13438,98163.0,795.1203,19,1771185480000
CELOUSDT,0.083,0.082,0.083,0.082,,791.1948,7586.4,629.6712,9,1771185480000
ARUSDT,1.985,1.986,1.986,1.985,,1176.4411,592.4,1176.4411,22,1771185480000
CTSIUSDT,0.0266,0.0266,0.0267,0.0266,,74.4895,1159.0,30.9453,5,1771185480000
ARPAUSDT,0.00989,0.00988,0.00989,0.00988,,1998.38233,5421.0,53.61369,38,1771185480000
LPTUSDT,2.36,2.358,2.36,2.357,,4048.432,484.1,1141.6509,105,1771185480000
ENSUSDT,6.602,6.598,6.602,6.596,,1231.6929,132.8,876.1191,37,1771185480000
PEOPLEUSDT,0.00689,0.00689,0.00689,0.00689,,2138.29772,150826.0,1039.19114,60,1771185480000
ROSEUSDT,0.01222,0.0122,0.01223,0.01219,,11575.85136,128501.0,1568.60371,147,1771185480000
DUSKUSDT,0.10054,0.10054,0.10055,0.1005,,4632.45324,36464.0,3665.32661,111,1771185480000
FLOWUSDT,0.04134,0.04136,0.04137,0.04133,,1454.082997,15624.9,646.124471,55,1771185480000
IMXUSDT,0.1645,0.1645,0.1645,0.1644,,183.7448,647.0,106.4315,7,1771185480000
GMTUSDT,0.01234,0.01234,0.01235,0.01234,,56.94911,1235.0,15.25225,5,1771185480000
API3USDT,0.3088,0.308,0.3088,0.308,,2209.23646,958.8,295.41147,95,1771185480000
APEUSDT,0.1288,0.1288,0.1288,0.1287,,8587.234,57255.0,7374.0944,50,1771185480000
WOOUSDT,0.01692,0.01694,0.01694,0.01689,,12334.84734,273581.0,4631.34827,95,1771185480000
JASMYUSDT,0.005808,0.005806,0.005808,0.0058,,2277.380346,224859.0,1305.407202,75,1771185480000
OPUSDT,0.1865,0.1864,0.1865,0.1863,,15220.10872,34613.9,6452.58644,73,1771185480000
INJUSDT,3.088,3.087,3.088,3.085,,4450.3872,873.5,2696.5128,75,1771185480000
STGUSDT,0.1539,0.1539,0.1539,0.1538,,827.4215,4389.0,675.4671,27,1771185480000
SPELLUSDT,0.0001885,0.0001885,0.0001886,0.0001884,,73.6528181,62396.0,11.7651004,8,1771185480000
1000LUNCUSDT,0.03387,0.03387,0.03387,0.03382,,4128.72568,36525.0,1236.2223,89,1771185480000
LUNA2USDT,0.06384,0.06377,0.06384,0.06372,,9953.32777,48309.0,3081.66775,167,1771185480000
LDOUSDT,0.3354,0.3353,0.3354,0.335,,4401.613,8693.0,2914.3248,53,1771185480000
APTUSDT,0.9154,0.9154,0.9157,0.9149,,12484.49059,10189.4,9326.9602,164,1771185480000
ICPUSDT,2.38,2.379,2.38,2.378,,11015.554,3453.0,8215.12,72,1771185480000
QNTUSDT,69.34,69.35,69.35,69.29,,2779.871,15.2,1053.767,69,1771185480000
HOOKUSDT,0.0263,0.0263,0.02631,0.0263,,190.648659,521.9,13.731189,8,1771185480000
FETUSDT,0.1712,0.171,0.1712,0.1709,,22808.4037,68473.0,11704.2602,143,1771185480000
MAGICUSDT,0.06748,0.06754,0.06757,0.06742,,2863.427474,28451.3,1921.110901,96,1771185480000
CFXUSDT,0.05421,0.05419,0.05421,0.05418,,2590.84621,30047.0,1628.23409,50,1771185480000
STXUSDT,0.263,0.2631,0.2631,0.2628,,1226.1112,4303.0,1131.9732,35,1771185480000
HIGHUSDT,0.152,0.1519,0.152,0.1519,,61.58913,392.5,59.66,4,1771185480000
PHBUSDT,0.164,0.164,0.164,0.164,,12.956,0.0,0.0,2,1771185480000
TUSDT,0.007209,0.00721,0.00721,0.007206,,1549.586039,22095.0,159.245175,34,1771185480000
MINAUSDT,0.06556,0.06553,0.06556,0.06552,,1097.5695,9868.0,646.76769,50,1771185480000
ACHUSDT,0.007566,0.007561,0.007566,0.007559,,1043.255696,59484.0,449.761865,52,1771185480000
CKBUSDT,0.001641,0.001639,0.001641,0.001639,,381.847583,0.0,0.0,6,1771185480000
SSVUSDT,3.231,3.231,3.231,3.229,,1792.37142,41.51,134.11287,48,1771185480000
