ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
BEAMXUSDT,53.7,2026-01-26 02:02:16,0.003109,0.002921,2026-01-26 16:30:00,0.003499,2026-01-26 03:52:00,-1.0,-2.0,-3.0,-4.0,-5.0,6.046960437439685,3.763267931810873,3.763267931810873,3.763267931810873,3.763267931810873,3.763267931810873,12.544226439369577
TAIKOUSDT,13.48,2026-01-26 02:06:16,0.1969,0.195,2026-01-26 02:07:00,0.2632,2026-01-26 06:20:00,-1.0,-2.0,-3.0,-4.0,-5.0,0.9649568308786111,10.10157440325038,10.10157440325038,10.10157440325038,10.10157440325038,10.10157440325038,33.67191467750127
TRUSTUSDT,9.81,2026-01-26 02:18:17,0.1057,0.0989,2026-01-26 06:17:00,0.108,2026-01-26 02:27:00,-1.0,-2.0,1.9299905392620624,1.9299905392620624,1.9299905392620624,6.433301797540208,-1.0,-2.0,-3.0,-4.0,-5.0,2.1759697256385966
ASTRUSDT,8.43,2026-01-26 04:24:16,0.011379,0.010845,2026-01-26 16:14:00,0.013085,2026-01-26 05:04:00,-1.0,-2.0,-3.0,-4.0,-5.0,4.692855259688898,4.49775902979172,4.49775902979172,4.49775902979172,4.49775902979172,4.49775902979172,14.992530099305732
MINAUSDT,7.4,2026-01-26 04:35:17,0.0906,0.0835,2026-01-26 16:32:00,0.0921,2026-01-26 04:56:00,-1.0,2.3509933774834417,2.3509933774834417,2.3509933774834417,2.3509933774834417,7.836644591611473,-1.0,-2.0,-3.0,-4.0,-5.0,1.6556291390728493
BTRUSDT,5.85,2026-01-26 04:36:16,0.07076,0.07002,2026-01-26 04:44:00,0.126,2026-01-26 19:17:00,-1.0,-2.0,-3.0,-4.0,-5.0,1.0457885811192829,-1.0,23.420011305822495,23.420011305822495,23.420011305822495,23.420011305822495,78.06670435274165
ZETAUSDT,6.12,2026-01-26 05:59:18,0.08067,0.07691,2026-01-26 09:32:00,0.10066,2026-01-26 14:39:00,-1.0,0.0,0.0,0.0,0.0,4.660964422957728,-1.0,-2.0,-3.0,-4.0,7.433990330978055,24.779967769926852
MOCAUSDT,7.94,2026-01-26 06:10:17,0.02414,0.02177,2026-01-26 09:30:00,0.02457,2026-01-26 06:12:00,-1.0,2.945318972659486,2.945318972659486,2.945318972659486,2.945318972659486,9.817729908864955,-1.0,-2.0,-3.0,-4.0,-5.0,1.7812758906379444
BROCCOLIF3BUSDT,26.48,2026-01-26 06:16:16,0.005015,0.004802,2026-01-26 14:58:00,0.005015,,1.2741774675972113,1.2741774675972113,1.2741774675972113,1.2741774675972113,1.2741774675972113,4.247258225324038,-1.0,-2.0,-3.0,-4.0,0.0003,0.001
1000RATSUSDT,5.09,2026-01-26 07:01:16,0.04097,0.04087,2026-01-26 07:13:00,0.04663,2026-01-26 18:00:00,-1.0,-2.0,-3.0,-4.0,-5.0,0.24408103490359498,4.144495972662923,4.144495972662923,4.144495972662923,4.144495972662923,4.144495972662923,13.814986575543076
NMRUSDT,7.18,2026-01-26 07:45:17,9.706,9.103,2026-01-26 09:33:00,9.877,2026-01-26 07:49:00,-1.0,1.8637955903564796,1.8637955903564796,1.8637955903564796,1.8637955903564796,6.212651967854932,-1.0,-2.0,-3.0,-4.0,-5.0,1.7617968267051427
EDUUSDT,5.72,2026-01-26 08:38:16,0.1342,0.1333,2026-01-26 09:30:00,0.1422,2026-01-26 12:28:00,-1.0,-2.0,-3.0,-4.0,-5.0,0.6706408345752696,1.7883755588673573,1.7883755588673573,1.7883755588673573,1.7883755588673573,1.7883755588673573,5.961251862891191
DODOXUSDT,7.62,2026-01-26 08:38:17,0.018559,0.0182,2026-01-26 08:40:00,0.021984,2026-01-26 09:02:00,-1.0,-2.0,-3.0,-4.0,-5.0,1.9343714639797307,-1.0,5.536397435206639,5.536397435206639,5.536397435206639,5.536397435206639,18.454658117355464
LYNUSDT,5.65,2026-01-26 08:40:16,0.10678,0.10225,2026-01-26 17:46:00,0.11701,2026-01-26 17:58:00,-1.0,-2.0,-3.0,-4.0,-5.0,4.242367484547674,2.8741337329087853,2.8741337329087853,2.8741337329087853,2.8741337329087853,2.8741337329087853,9.580445776362618
TAUSDT,6.27,2026-01-26 08:58:17,0.03677,0.03514,2026-01-26 09:01:00,0.03903,2026-01-26 09:30:00,0.0,0.0,0.0,0.0,0.0,4.432961653521892,-1.0,-2.0,-3.0,-4.0,1.8438944791950003,6.146314930650001
NFPUSDT,5.56,2026-01-26 09:01:17,0.02366,0.02328,2026-01-26 16:30:00,0.02382,2026-01-26 17:15:00,0.48182586644125336,0.48182586644125336,0.48182586644125336,0.48182586644125336,0.48182586644125336,1.6060862214708447,-1.0,0.20287404902789571,0.20287404902789571,0.20287404902789571,0.20287404902789571,0.6762468300929857
SANDUSDT,5.24,2026-01-26 09:02:16,0.13526,0.13057,2026-01-26 22:25:00,0.13793,2026-01-26 13:14:00,-1.0,1.0402188377938786,1.0402188377938786,1.0402188377938786,1.0402188377938786,3.467396125979595,-1.0,-2.0,-3.0,0.5921928138400131,0.5921928138400131,1.973976046133377
MOVRUSDT,6.82,2026-01-26 09:04:17,2.404,2.265,2026-01-26 09:54:00,2.503,2026-01-26 09:13:00,-1.0,-2.0,-3.0,-4.0,1.7346089850249558,5.782029950083186,0.0,0.0,0.0,0.0,0.0,4.118136439267895
AXSUSDT,5.46,2026-01-26 09:05:16,2.243,2.161,2026-01-26 09:46:00,2.547,2026-01-26 13:04:00,-1.0,-2.0,-3.0,-4.0,-5.0,3.655818100757907,-1.0,-2.0,4.065983058403927,4.065983058403927,4.065983058403927,13.553276861346426
GMTUSDT,6.39,2026-01-26 09:05:17,0.01604,0.01555,2026-01-26 14:42:00,0.01641,2026-01-26 09:17:00,-1.0,-2.0,0.9164588528678288,0.9164588528678288,0.9164588528678288,3.0548628428927627,-1.0,-2.0,-3.0,0.6920199501246925,0.6920199501246925,2.3067331670823084
HOTUSDT,6.44,2026-01-26 09:34:15,0.000494,0.000465,2026-01-26 13:44:00,0.000527,2026-01-26 09:38:00,-1.0,-2.0,-3.0,-4.0,-5.0,5.8704453441295446,2.0040485829959542,2.0040485829959542,2.0040485829959542,2.0040485829959542,2.0040485829959542,6.680161943319847
DENTUSDT,14.23,2026-01-26 09:39:16,0.000186,0.000182,2026-01-26 22:56:00,0.000189,2026-01-26 17:13:00,-1.0,0.6451612903225789,0.6451612903225789,0.6451612903225789,0.6451612903225789,2.1505376344085962,-1.0,-2.0,0.4838709677419385,0.4838709677419385,0.4838709677419385,1.6129032258064617
JSTUSDT,19.92,2026-01-26 09:51:16,0.045766,0.045603,2026-01-26 10:16:00,0.047082,2026-01-26 19:06:00,-1.0,-2.0,0.10684787833763279,0.10684787833763279,0.10684787833763279,0.356159594458776,0.862649128173752,0.862649128173752,0.862649128173752,0.862649128173752,0.862649128173752,2.8754970939125064
DUSDT,7.89,2026-01-26 09:59:17,0.01262,0.01199,2026-01-26 18:44:00,0.01441,2026-01-26 10:15:00,-1.0,-2.0,-3.0,-4.0,-5.0,4.992076069730576,4.255150554675119,4.255150554675119,4.255150554675119,4.255150554675119,4.255150554675119,14.183835182250396
RESOLVUSDT,5.32,2026-01-26 10:24:24,0.12907,0.12127,2026-01-26 15:19:00,0.13939,2026-01-26 12:20:00,-1.0,-2.0,-3.0,-4.0,1.8129697063608865,6.043232354536289,0.0,0.0,0.0,0.0,0.0,7.995661269078792
HANAUSDT,5.13,2026-01-26 10:26:18,0.02506,0.02215,2026-01-26 16:17:00,0.02684,2026-01-26 11:02:00,0.0,0.0,0.0,0.0,0.0,11.612130885873901,-1.0,-2.0,-3.0,-4.0,2.130885873902634,7.102952913008781
STABLEUSDT,5.08,2026-01-26 10:29:19,0.021113,0.020596,2026-01-26 14:18:00,0.0215,2026-01-26 11:02:00,-1.0,0.7346184815042865,0.7346184815042865,0.7346184815042865,0.7346184815042865,2.448728271680955,-1.0,-2.0,0.5498981670061077,0.5498981670061077,0.5498981670061077,1.8329938900203593
STOUSDT,7.08,2026-01-26 10:50:19,0.08962,0.08207,2026-01-26 14:41:00,0.09438,2026-01-26 11:04:00,-1.0,-2.0,-3.0,-4.0,-5.0,8.424458826154876,-1.0,-2.0,1.5933943316224057,1.5933943316224057,1.5933943316224057,5.311314438741353
MELANIAUSDT,7.8,2026-01-26 11:09:18,0.1668,0.1587,2026-01-26 14:24:00,0.1777,2026-01-26 19:27:00,0.0,0.0,0.0,0.0,0.0,4.856115107913666,-1.0,-2.0,-3.0,-4.0,1.9604316546762577,6.534772182254192
THEUSDT,5.44,2026-01-26 11:20:19,0.252,0.2428,2026-01-26 17:46:00,0.2552,2026-01-26 11:27:00,-1.0,1.095238095238097,1.095238095238097,1.095238095238097,1.095238095238097,3.6507936507936565,-1.0,-2.0,-3.0,0.38095238095237866,0.38095238095237866,1.2698412698412622
FOGOUSDT,10.44,2026-01-26 11:33:19,0.03797,0.03617,2026-01-26 19:44:00,0.03916,2026-01-26 13:01:00,-1.0,-2.0,-3.0,1.4221754016328652,1.4221754016328652,4.74058467210955,-1.0,-2.0,0.0,0.0,0.9402159599683989,3.1340531998946632
