ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
HIGHUSDT,41.44,2026-01-16 00:08:16,0.249,0.249,,0.249,,,,,,,,,,,,,
LABUSDT,5.52,2026-01-16 01:56:15,0.14472,0.14472,,0.14472,,,,,,,,,,,,,
KAVAUSDT,5.36,2026-01-16 02:00:15,0.0934,0.0934,,0.0934,,,,,,,,,,,,,
SOPHUSDT,7.58,2026-01-16 03:04:16,0.014271,0.014271,,0.014271,,,,,,,,,,,,,
RVVUSDT,20.3,2026-01-16 04:26:15,0.004496,0.004496,,0.004496,,,,,,,,,,,,,
AXSUSDT,5.3,2026-01-16 04:40:15,1.142,1.142,,1.142,,,,,,,,,,,,,
HANAUSDT,7.93,2026-01-16 05:01:14,0.0118,0.0118,,0.0118,,,,,,,,,,,,,
XAIUSDT,23.02,2026-01-16 05:12:15,0.01708,0.01708,,0.01708,,,,,,,,,,,,,
BLUAIUSDT,5.56,2026-01-16 07:01:15,0.006267,0.006267,,0.006267,,,,,,,,,,,,,
CLANKERUSDT,7.08,2026-01-16 07:03:15,38.18,38.18,,38.18,,,,,,,,,,,,,
AVAAIUSDT,6.45,2026-01-16 07:31:15,0.01099,0.01099,,0.01099,,,,,,,,,,,,,
BDXNUSDT,5.63,2026-01-16 07:35:15,0.03939,0.03939,,0.03939,,,,,,,,,,,,,
AUCTIONUSDT,5.41,2026-01-16 07:53:15,5.694,5.694,,5.694,,,,,,,,,,,,,
BRETTUSDT,7.42,2026-01-16 08:06:15,0.01711,0.01711,,0.01711,,,,,,,,,,,,,
SKYUSDT,6.06,2026-01-16 08:07:15,0.06039,0.06039,,0.06039,,,,,,,,,,,,,
TSTUSDT,6.31,2026-01-16 08:41:16,0.0167,0.0167,,0.0167,,,,,,,,,,,,,
BROCCOLI714USDT,6.56,2026-01-16 08:46:15,0.02537,0.02537,,0.02537,,,,,,,,,,,,,
PLUMEUSDT,6.14,2026-01-16 08:49:16,0.01745,0.01745,,0.01745,,,,,,,,,,,,,
POWRUSDT,5.12,2026-01-16 08:56:15,0.09511,0.09511,,0.09511,,,,,,,,,,,,,
BANKUSDT,5.23,2026-01-16 08:56:16,0.05168,0.05168,,0.05168,,,,,,,,,,,,,
AGLDUSDT,7.02,2026-01-16 08:59:15,0.2967,0.2967,,0.2967,,,,,,,,,,,,,
METUSDT,5.14,2026-01-16 09:15:16,0.2616,0.2616,,0.2616,,,,,,,,,,,,,
ALTUSDT,7.19,2026-01-16 09:15:17,0.01295,0.01295,,0.01295,,,,,,,,,,,,,
TUTUSDT,5.83,2026-01-16 09:18:16,0.01708,0.01708,,0.01708,,,,,,,,,,,,,
APRUSDT,5.23,2026-01-16 09:21:15,0.13839,0.13839,,0.13839,,,,,,,,,,,,,
AIUSDT,5.81,2026-01-16 09:22:14,0.04079,0.04079,,0.04079,,,,,,,,,,,,,
ONUSDT,6.48,2026-01-16 09:41:15,0.10352,0.10352,,0.10352,,,,,,,,,,,,,
PIXELUSDT,6.26,2026-01-16 10:05:15,0.01021,0.01021,,0.01021,,,,,,,,,,,,,
ORCAUSDT,6.69,2026-01-16 10:07:14,1.164,1.164,,1.164,,,,,,,,,,,,,
DUSKUSDT,6.05,2026-01-16 10:34:15,0.07059,0.07059,,0.07059,,,,,,,,,,,,,
PORTALUSDT,7.43,2026-01-16 11:31:15,0.02175,0.02175,,0.02175,,,,,,,,,,,,,
RAREUSDT,5.75,2026-01-16 12:14:15,0.02374,0.02374,,0.02374,,,,,,,,,,,,,
NILUSDT,9.52,2026-01-16 13:29:15,0.07426,0.07426,,0.07426,,,,,,,,,,,,,
IMXUSDT,5.68,2026-01-16 13:53:15,0.2761,0.2761,,0.2761,,,,,,,,,,,,,
PIPPINUSDT,10.23,2026-01-16 14:04:15,0.32865,0.32865,,0.32865,,,,,,,,,,,,,
TANSSIUSDT,5.53,2026-01-16 14:40:15,0.01292,0.01292,,0.01292,,,,,,,,,,,,,
ATUSDT,5.07,2026-01-16 15:33:15,0.16748,0.16748,,0.16748,,,,,,,,,,,,,
ZORAUSDT,29.83,2026-01-16 16:23:16,0.03724,0.03724,,0.03724,,,,,,,,,,,,,
CTSIUSDT,6.86,2026-01-16 16:30:15,0.0366,0.0366,,0.0366,,,,,,,,,,,,,
GUSDT,6.38,2026-01-16 17:12:15,0.004935,0.004935,,0.004935,,,,,,,,,,,,,
ETHBTC,7.85,2026-01-16 17:24:16,0.034689,0.034689,,0.034689,,,,,,,,,,,,,
ZRXUSDT,5.83,2026-01-16 17:27:15,0.1498,0.1498,,0.1498,,,,,,,,,,,,,
MERLUSDT,8.95,2026-01-16 18:05:15,0.2576,0.2576,,0.2576,,,,,,,,,,,,,
JELLYJELLYUSDT,5.04,2026-01-16 18:34:16,0.07287,0.07287,,0.07287,,,,,,,,,,,,,
UAIUSDT,13.49,2026-01-16 18:46:15,0.2143,0.2143,,0.2143,,,,,,,,,,,,,
GMTUSDT,5.55,2026-01-16 20:14:15,0.0191,0.0191,,0.0191,,,,,,,,,,,,,
AINUSDT,8.39,2026-01-16 20:17:15,0.05343,0.05343,,0.05343,,,,,,,,,,,,,
FORMUSDT,5.23,2026-01-16 20:54:15,0.3912,0.3912,,0.3912,,,,,,,,,,,,,
USTCUSDT,5.53,2026-01-16 21:17:16,0.007386,0.007386,,0.007386,,,,,,,,,,,,,
LUNA2USDT,5.14,2026-01-16 21:21:15,0.09044,0.09044,,0.09044,,,,,,,,,,,,,
1000LUNCUSDT,5.13,2026-01-16 21:38:16,0.0429,0.0429,,0.0429,,,,,,,,,,,,,
BIOUSDT,5.49,2026-01-16 22:15:15,0.04523,0.04523,,0.04523,,,,,,,,,,,,,
BROCCOLIF3BUSDT,9.04,2026-01-16 22:58:16,0.006546,0.006546,,0.006546,,,,,,,,,,,,,
2ZUSDT,5.88,2026-01-16 23:19:15,0.14028,0.14028,,0.14028,,,,,,,,,,,,,
QNTUSDT,5.44,2026-01-16 23:40:16,75.83,75.83,,75.83,,,,,,,,,,,,,
