ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
MOCAUSDT,5.66,2026-01-20 07:29:15,0.02413,0.02413,,0.02413,,,,,,,,,,,,,
PAXGUSDT,11.2,2026-01-20 07:33:15,4717.39,4717.39,,4717.39,,,,,,,,,,,,,
XAUUSDT,5.63,2026-01-20 07:35:15,4701.69,4701.69,,4701.69,,,,,,,,,,,,,
HIGHUSDT,6.16,2026-01-20 07:45:14,0.2108,0.2108,,0.2108,,,,,,,,,,,,,
BOMEUSDT,6.69,2026-01-20 07:46:16,0.0006246,0.0006246,,0.0006246,,,,,,,,,,,,,
FORTHUSDT,8.56,2026-01-20 07:48:15,1.753,1.753,,1.753,,,,,,,,,,,,,
PEOPLEUSDT,5.46,2026-01-20 07:49:15,0.00995,0.00995,,0.00995,,,,,,,,,,,,,
NEIROUSDT,6.19,2026-01-20 07:49:17,0.0001219,0.0001219,,0.0001219,,,,,,,,,,,,,
DOGSUSDT,8.81,2026-01-20 08:02:16,4.27e-05,4.27e-05,,4.27e-05,,,,,,,,,,,,,
BREVUSDT,5.07,2026-01-20 08:31:22,0.283,0.283,,0.283,,,,,,,,,,,,,
ETHWUSDT,7.29,2026-01-20 08:44:14,0.5353,0.5353,,0.5353,,,,,,,,,,,,,
TSTUSDT,5.6,2026-01-20 08:49:16,0.01551,0.01551,,0.01551,,,,,,,,,,,,,
TUTUSDT,7.88,2026-01-20 08:53:16,0.01634,0.01634,,0.01634,,,,,,,,,,,,,
TANSSIUSDT,5.4,2026-01-20 08:58:15,0.0116,0.0116,,0.0116,,,,,,,,,,,,,
BROCCOLI714USDT,15.68,2026-01-20 09:01:16,0.02093,0.02093,,0.02093,,,,,,,,,,,,,
DMCUSDT,8.06,2026-01-20 09:01:17,0.001015,0.001015,,0.001015,,,,,,,,,,,,,
EULUSDT,15.19,2026-01-20 09:40:15,2.173,2.173,,2.173,,,,,,,,,,,,,
DOLOUSDT,6.23,2026-01-20 09:49:15,0.05842,0.05842,,0.05842,,,,,,,,,,,,,
AIOUSDT,5.41,2026-01-20 10:02:14,0.17455,0.17455,,0.17455,,,,,,,,,,,,,
BANUSDT,10.34,2026-01-20 11:21:15,0.08181,0.08181,,0.08181,,,,,,,,,,,,,
GPSUSDT,10.53,2026-01-20 12:01:15,0.00697,0.00697,,0.00697,,,,,,,,,,,,,
REZUSDT,5.59,2026-01-20 13:13:15,0.00475,0.00475,,0.00475,,,,,,,,,,,,,
LRCUSDT,16.92,2026-01-20 13:15:15,0.05079,0.05079,,0.05079,,,,,,,,,,,,,
AXSUSDT,5.35,2026-01-20 14:17:15,2.194,2.194,,2.194,,,,,,,,,,,,,
IRYSUSDT,6.65,2026-01-20 14:42:15,0.048439,0.048439,,0.048439,,,,,,,,,,,,,
MBOXUSDT,13.43,2026-01-20 14:56:15,0.03125,0.03125,,0.03125,,,,,,,,,,,,,
EPTUSDT,8.28,2026-01-20 15:07:16,0.00222,0.00222,,0.00222,,,,,,,,,,,,,
PIXELUSDT,7.18,2026-01-20 15:08:15,0.0095,0.0095,,0.0095,,,,,,,,,,,,,
DUSDT,9.11,2026-01-20 15:09:16,0.01292,0.01292,,0.01292,,,,,,,,,,,,,
TLMUSDT,5.95,2026-01-20 15:24:15,0.002336,0.002336,,0.002336,,,,,,,,,,,,,
LIGHTUSDT,5.03,2026-01-20 15:47:14,0.4752,0.4752,,0.4752,,,,,,,,,,,,,
HMSTRUSDT,9.59,2026-01-20 16:09:15,0.0002399,0.0002399,,0.0002399,,,,,,,,,,,,,
BTCDOMUSDT,5.59,2026-01-20 16:21:15,4698.4,4698.4,,4698.4,,,,,,,,,,,,,
SXTUSDT,5.67,2026-01-20 16:41:16,0.02741,0.02741,,0.02741,,,,,,,,,,,,,
ATAUSDT,5.15,2026-01-20 16:51:15,0.0186,0.0186,,0.0186,,,,,,,,,,,,,
GHSTUSDT,35.7,2026-01-20 17:12:16,0.1885,0.1885,,0.1885,,,,,,,,,,,,,
NAORISUSDT,7.09,2026-01-20 20:39:15,0.02523,0.02523,,0.02523,,,,,,,,,,,,,
AIOTUSDT,5.44,2026-01-20 22:14:15,0.0749,0.0749,,0.0749,,,,,,,,,,,,,
HEIUSDT,5.1,2026-01-20 23:14:17,0.1272,0.1272,,0.1272,,,,,,,,,,,,,
