ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
XAGUSDT,6.12,2026-01-19 02:01:16,93.32,93.32,,93.32,,,,,,,,,,,,,
BTCDOMUSDT,14.16,2026-01-19 02:02:15,4672.9,4672.9,,4672.9,,,,,,,,,,,,,
BARDUSDT,14.92,2026-01-19 02:05:15,0.8112,0.8112,,0.8112,,,,,,,,,,,,,
ICNTUSDT,5.84,2026-01-19 02:13:15,0.46,0.46,,0.46,,,,,,,,,,,,,
GLMUSDT,7.85,2026-01-19 02:30:15,0.2531,0.2531,,0.2531,,,,,,,,,,,,,
ALCHUSDT,7.28,2026-01-19 02:36:15,0.15405,0.15405,,0.15405,,,,,,,,,,,,,
HUSDT,8.44,2026-01-19 02:37:14,0.19166,0.19166,,0.19166,,,,,,,,,,,,,
TAUSDT,5.24,2026-01-19 02:41:15,0.0373,0.0373,,0.0373,,,,,,,,,,,,,
BANUSDT,5.91,2026-01-19 02:42:16,0.07827,0.07827,,0.07827,,,,,,,,,,,,,
SAFEUSDT,6.23,2026-01-19 03:18:15,0.2029,0.2029,,0.2029,,,,,,,,,,,,,
RESOLVUSDT,5.03,2026-01-19 05:29:15,0.08593,0.08593,,0.08593,,,,,,,,,,,,,
SCRTUSDT,5.54,2026-01-19 05:56:16,0.1711,0.1711,,0.1711,,,,,,,,,,,,,
SKYAIUSDT,11.77,2026-01-19 08:06:15,0.04801,0.04801,,0.04801,,,,,,,,,,,,,
PLAYUSDT,15.34,2026-01-19 10:28:15,0.079,0.079,,0.079,,,,,,,,,,,,,
ARPAUSDT,6.9,2026-01-19 12:02:15,0.01611,0.01611,,0.01611,,,,,,,,,,,,,
TOSHIUSDT,5.21,2026-01-19 13:32:15,0.0003328,0.0003328,,0.0003328,,,,,,,,,,,,,
ICXUSDT,5.74,2026-01-19 14:02:16,0.0575,0.0575,,0.0575,,,,,,,,,,,,,
PROVEUSDT,5.25,2026-01-19 14:07:15,0.3861,0.3861,,0.3861,,,,,,,,,,,,,
DOODUSDT,24.21,2026-01-19 14:12:15,0.005609,0.005609,,0.005609,,,,,,,,,,,,,
RLCUSDT,5.15,2026-01-19 14:16:15,0.6508,0.6508,,0.6508,,,,,,,,,,,,,
BLUAIUSDT,5.86,2026-01-19 14:32:16,0.006083,0.006083,,0.006083,,,,,,,,,,,,,
NEWTUSDT,5.68,2026-01-19 14:40:15,0.1004,0.1004,,0.1004,,,,,,,,,,,,,
CUDISUSDT,5.46,2026-01-19 14:54:15,0.03191,0.03191,,0.03191,,,,,,,,,,,,,
BELUSDT,6.1,2026-01-19 15:02:15,0.1487,0.1487,,0.1487,,,,,,,,,,,,,
PHBUSDT,8.72,2026-01-19 15:11:15,0.273,0.273,,0.273,,,,,,,,,,,,,
PHAUSDT,5.04,2026-01-19 15:15:18,0.04132,0.04132,,0.04132,,,,,,,,,,,,,
UMAUSDT,5.2,2026-01-19 15:19:15,0.7496,0.7496,,0.7496,,,,,,,,,,,,,
HEIUSDT,5.8,2026-01-19 15:19:17,0.1244,0.1244,,0.1244,,,,,,,,,,,,,
OPENUSDT,7.31,2026-01-19 15:40:15,0.1627,0.1627,,0.1627,,,,,,,,,,,,,
TNSRUSDT,5.39,2026-01-19 15:40:16,0.06795,0.06795,,0.06795,,,,,,,,,,,,,
BANKUSDT,5.81,2026-01-19 15:46:16,0.0545,0.0545,,0.0545,,,,,,,,,,,,,
COSUSDT,6.17,2026-01-19 15:54:15,0.001402,0.001402,,0.001402,,,,,,,,,,,,,
TREEUSDT,6.57,2026-01-19 16:00:15,0.1011,0.1011,,0.1011,,,,,,,,,,,,,
GPSUSDT,5.9,2026-01-19 16:21:19,0.006508,0.006508,,0.006508,,,,,,,,,,,,,
FRAXUSDT,5.21,2026-01-19 16:22:15,1.3688,1.3688,,1.3688,,,,,,,,,,,,,
TRUMPUSDT,5.16,2026-01-19 16:35:16,4.995,4.995,,4.995,,,,,,,,,,,,,
BABYUSDT,5.88,2026-01-19 16:38:15,0.0177,0.0177,,0.0177,,,,,,,,,,,,,
SHELLUSDT,6.64,2026-01-19 16:51:15,0.0588,0.0588,,0.0588,,,,,,,,,,,,,
EVAAUSDT,5.25,2026-01-19 17:00:16,0.8278,0.8278,,0.8278,,,,,,,,,,,,,
EULUSDT,8.39,2026-01-19 17:19:15,2.114,2.114,,2.114,,,,,,,,,,,,,
YALAUSDT,5.26,2026-01-19 17:23:15,0.01583,0.01583,,0.01583,,,,,,,,,,,,,
SOONUSDT,6.11,2026-01-19 17:43:15,0.3211,0.3211,,0.3211,,,,,,,,,,,,,
GUNUSDT,5.63,2026-01-19 17:43:17,0.02781,0.02781,,0.02781,,,,,,,,,,,,,
BROCCOLIF3BUSDT,22.69,2026-01-19 17:53:15,0.005668,0.005668,,0.005668,,,,,,,,,,,,,
SSVUSDT,5.91,2026-01-19 18:06:15,3.881,3.881,,3.881,,,,,,,,,,,,,
NIGHTUSDT,5.74,2026-01-19 18:11:16,0.06272,0.06272,,0.06272,,,,,,,,,,,,,
DMCUSDT,5.3,2026-01-19 18:12:15,0.001035,0.001035,,0.001035,,,,,,,,,,,,,
PLUMEUSDT,6.99,2026-01-19 18:18:16,0.01591,0.01591,,0.01591,,,,,,,,,,,,,
DEGENUSDT,7.53,2026-01-19 18:23:14,0.001177,0.001177,,0.001177,,,,,,,,,,,,,
REDUSDT,5.08,2026-01-19 18:34:15,0.233,0.233,,0.233,,,,,,,,,,,,,
1000XECUSDT,8.83,2026-01-19 18:40:15,0.01105,0.01105,,0.01105,,,,,,,,,,,,,
OGUSDT,10.87,2026-01-19 18:46:15,4.109,4.109,,4.109,,,,,,,,,,,,,
TANSSIUSDT,6.04,2026-01-19 18:54:15,0.01077,0.01077,,0.01077,,,,,,,,,,,,,
DEXEUSDT,5.51,2026-01-19 18:55:15,3.119,3.119,,3.119,,,,,,,,,,,,,
ZKJUSDT,5.65,2026-01-19 19:13:15,0.04105,0.04105,,0.04105,,,,,,,,,,,,,
BBUSDT,6.38,2026-01-19 19:27:15,0.06097,0.06097,,0.06097,,,,,,,,,,,,,
PIPPINUSDT,5.67,2026-01-19 19:32:16,0.32985,0.32985,,0.32985,,,,,,,,,,,,,
BIOUSDT,5.44,2026-01-19 20:05:15,0.04571,0.04571,,0.04571,,,,,,,,,,,,,
HIVEUSDT,11.28,2026-01-19 20:44:15,0.09942,0.09942,,0.09942,,,,,,,,,,,,,
ZETAUSDT,8.09,2026-01-19 21:13:15,0.07422,0.07422,,0.07422,,,,,,,,,,,,,
CVCUSDT,6.09,2026-01-19 21:25:15,0.04625,0.04625,,0.04625,,,,,,,,,,,,,
QTUMUSDT,5.58,2026-01-19 22:01:16,1.385,1.385,,1.385,,,,,,,,,,,,,
IDOLUSDT,6.74,2026-01-19 22:12:15,0.03446,0.03446,,0.03446,,,,,,,,,,,,,
STGUSDT,5.45,2026-01-19 22:50:15,0.1502,0.1502,,0.1502,,,,,,,,,,,,,
RPLUSDT,5.99,2026-01-20 00:32:15,2.367,2.367,,2.367,,,,,,,,,,,,,
