ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
INUSDT,6.59,2026-01-30 02:46:17,0.06454,0.06454,,0.06454,,,,,,,,,,,,,
BLUAIUSDT,5.38,2026-01-30 02:50:17,0.007624,0.007624,,0.007624,,,,,,,,,,,,,
CLANKERUSDT,5.05,2026-01-30 06:20:16,27.96,27.96,,27.96,,,,,,,,,,,,,
RVVUSDT,5.14,2026-01-30 06:57:18,0.002967,0.002967,,0.002967,,,,,,,,,,,,,
BROCCOLIF3BUSDT,5.36,2026-01-30 09:48:18,0.004721,0.004721,,0.004721,,,,,,,,,,,,,
SXTUSDT,5.31,2026-01-30 11:07:16,0.03205,0.03205,,0.03205,,,,,,,,,,,,,
1000000BOBUSDT,8.25,2026-01-30 11:48:17,0.0157,0.0157,,0.0157,,,,,,,,,,,,,
DUSDT,5.76,2026-01-30 12:05:17,0.01381,0.01381,,0.01381,,,,,,,,,,,,,
ZKJUSDT,5.43,2026-01-30 12:38:17,0.03468,0.03468,,0.03468,,,,,,,,,,,,,
MANTAUSDT,5.3,2026-01-30 12:53:17,0.08104,0.08104,,0.08104,,,,,,,,,,,,,
INITUSDT,6.75,2026-01-30 13:50:17,0.0939,0.0939,,0.0939,,,,,,,,,,,,,
ZKCUSDT,6.5,2026-01-30 13:57:17,0.1225,0.1225,,0.1225,,,,,,,,,,,,,
ENSOUSDT,5.01,2026-01-30 14:06:16,1.4446,1.4446,,1.4446,,,,,,,,,,,,,
AKEUSDT,6.76,2026-01-30 14:38:18,0.0003837,0.0003837,,0.0003837,,,,,,,,,,,,,
EULUSDT,6.45,2026-01-30 15:20:17,1.758,1.758,,1.758,,,,,,,,,,,,,
LYNUSDT,5.31,2026-01-30 15:28:17,0.11874,0.11874,,0.11874,,,,,,,,,,,,,
NMRUSDT,5.75,2026-01-30 16:00:18,9.578,9.578,,9.578,,,,,,,,,,,,,
XMRUSDT,6.2,2026-01-30 16:09:17,451.9,451.9,,451.9,,,,,,,,,,,,,
SYNUSDT,5.67,2026-01-30 16:23:18,0.0721,0.0721,,0.0721,,,,,,,,,,,,,
1000RATSUSDT,8.15,2026-01-30 16:31:18,0.06378,0.06378,,0.06378,,,,,,,,,,,,,
MLNUSDT,5.13,2026-01-30 16:37:17,4.252,4.252,,4.252,,,,,,,,,,,,,
SPELLUSDT,5.41,2026-01-30 16:43:19,0.0002457,0.0002457,,0.0002457,,,,,,,,,,,,,
USTCUSDT,8.13,2026-01-30 17:10:20,0.006457,0.006457,,0.006457,,,,,,,,,,,,,
LUNA2USDT,5.42,2026-01-30 17:11:19,0.07521,0.07521,,0.07521,,,,,,,,,,,,,
1000LUNCUSDT,5.32,2026-01-30 17:12:20,0.03757,0.03757,,0.03757,,,,,,,,,,,,,
SIRENUSDT,6.76,2026-01-30 17:26:18,0.09271,0.09271,,0.09271,,,,,,,,,,,,,
PROVEUSDT,7.86,2026-01-30 17:43:17,0.3597,0.3597,,0.3597,,,,,,,,,,,,,
COTIUSDT,5.77,2026-01-30 18:21:17,0.01607,0.01607,,0.01607,,,,,,,,,,,,,
AINUSDT,6.47,2026-01-30 18:23:18,0.04699,0.04699,,0.04699,,,,,,,,,,,,,
FIDAUSDT,7.51,2026-01-30 19:09:18,0.02622,0.02622,,0.02622,,,,,,,,,,,,,
TNSRUSDT,5.26,2026-01-30 19:26:17,0.05598,0.05598,,0.05598,,,,,,,,,,,,,
SPKUSDT,6.49,2026-01-30 19:30:17,0.02357,0.02357,,0.02357,,,,,,,,,,,,,
MAVUSDT,5.35,2026-01-30 19:39:16,0.02268,0.02268,,0.02268,,,,,,,,,,,,,
AIXBTUSDT,9.23,2026-01-30 19:41:17,0.02894,0.02894,,0.02894,,,,,,,,,,,,,
HEMIUSDT,5.19,2026-01-30 19:41:18,0.01327,0.01327,,0.01327,,,,,,,,,,,,,
VANRYUSDT,5.67,2026-01-30 19:48:17,0.007725,0.007725,,0.007725,,,,,,,,,,,,,
BTCDOMUSDT,7.43,2026-01-30 20:19:17,4776.1,4776.1,,4776.1,,,,,,,,,,,,,
JASMYUSDT,7.16,2026-01-30 20:51:17,0.006426,0.006426,,0.006426,,,,,,,,,,,,,
UMAUSDT,5.36,2026-01-30 20:56:16,0.6379,0.6379,,0.6379,,,,,,,,,,,,,
EIGENUSDT,7.3,2026-01-30 20:56:18,0.3023,0.3023,,0.3023,,,,,,,,,,,,,
VIRTUALUSDT,5.02,2026-01-30 21:01:17,0.7632,0.7632,,0.7632,,,,,,,,,,,,,
HYPEUSDT,5.18,2026-01-30 21:05:17,32.14,32.14,,32.14,,,,,,,,,,,,,
MOVRUSDT,5.62,2026-01-30 21:14:16,2.178,2.178,,2.178,,,,,,,,,,,,,
REZUSDT,5.31,2026-01-30 21:21:18,0.004333,0.004333,,0.004333,,,,,,,,,,,,,
