ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
ANIMEUSDT,5.55,2026-01-18 14:02:15,0.007974,0.007974,,0.007974,,,,,,,,,,,,,
TURTLEUSDT,5.7,2026-01-18 14:03:15,0.06022,0.06022,,0.06022,,,,,,,,,,,,,
ONUSDT,6.94,2026-01-18 14:20:15,0.10958,0.10958,,0.10958,,,,,,,,,,,,,
EVAAUSDT,5.74,2026-01-18 14:25:15,1.0325,1.0325,,1.0325,,,,,,,,,,,,,
NOMUSDT,5.05,2026-01-18 14:53:15,0.008433,0.008433,,0.008433,,,,,,,,,,,,,
THEUSDT,5.06,2026-01-18 14:54:15,0.2747,0.2747,,0.2747,,,,,,,,,,,,,
SKLUSDT,8.15,2026-01-18 15:01:16,0.01096,0.01096,,0.01096,,,,,,,,,,,,,
DYMUSDT,6.34,2026-01-18 15:15:15,0.0727,0.0727,,0.0727,,,,,,,,,,,,,
EPTUSDT,5.19,2026-01-18 15:36:16,0.00226,0.00226,,0.00226,,,,,,,,,,,,,
SAGAUSDT,11.04,2026-01-18 15:42:16,0.06405,0.06405,,0.06405,,,,,,,,,,,,,
BROCCOLI714USDT,5.94,2026-01-18 15:44:15,0.02356,0.02356,,0.02356,,,,,,,,,,,,,
FIOUSDT,6.79,2026-01-18 15:47:16,0.01153,0.01153,,0.01153,,,,,,,,,,,,,
GRIFFAINUSDT,9.64,2026-01-18 16:02:15,0.01978,0.01978,,0.01978,,,,,,,,,,,,,
MANTAUSDT,12.02,2026-01-18 16:05:16,0.08621,0.08621,,0.08621,,,,,,,,,,,,,
WETUSDT,9.76,2026-01-18 16:09:15,0.13338,0.13338,,0.13338,,,,,,,,,,,,,
ETHUSDT,6.03,2026-01-18 16:16:15,3346.7,3346.7,,3346.7,,,,,,,,,,,,,
BULLAUSDT,5.88,2026-01-18 16:31:14,0.03242,0.03242,,0.03242,,,,,,,,,,,,,
SUSDT,5.19,2026-01-18 16:31:15,0.08195,0.08195,,0.08195,,,,,,,,,,,,,
AIXBTUSDT,7.76,2026-01-18 16:33:15,0.03443,0.03443,,0.03443,,,,,,,,,,,,,
PUMPBTCUSDT,7.89,2026-01-18 17:08:15,0.02808,0.02808,,0.02808,,,,,,,,,,,,,
ZRCUSDT,25.12,2026-01-18 17:10:17,0.003405,0.003405,,0.003405,,,,,,,,,,,,,
BUSDT,7.09,2026-01-18 18:23:15,0.2117,0.2117,,0.2117,,,,,,,,,,,,,
APRUSDT,7.63,2026-01-18 18:32:15,0.15225,0.15225,,0.15225,,,,,,,,,,,,,
GHSTUSDT,7.98,2026-01-18 18:36:15,0.1952,0.1952,,0.1952,,,,,,,,,,,,,
GPSUSDT,5.44,2026-01-18 19:29:16,0.006557,0.006557,,0.006557,,,,,,,,,,,,,
FIDAUSDT,7.13,2026-01-18 19:55:15,0.03767,0.03767,,0.03767,,,,,,,,,,,,,
TWTUSDT,6.28,2026-01-18 19:59:17,0.9646,0.9646,,0.9646,,,,,,,,,,,,,
1MBABYDOGEUSDT,6.66,2026-01-18 20:29:17,0.0006857,0.0006857,,0.0006857,,,,,,,,,,,,,
SPELLUSDT,5.24,2026-01-18 22:36:16,0.0002832,0.0002832,,0.0002832,,,,,,,,,,,,,
ARPAUSDT,12.35,2026-01-18 22:42:16,0.01371,0.01371,,0.01371,,,,,,,,,,,,,
YBUSDT,6.5,2026-01-18 22:50:14,0.3359,0.3359,,0.3359,,,,,,,,,,,,,
MAVUSDT,6.15,2026-01-19 00:03:16,0.02756,0.02756,,0.02756,,,,,,,,,,,,,
BCHUSDT,6.76,2026-01-19 00:38:15,600.85,600.85,,600.85,,,,,,,,,,,,,
ESPORTSUSDT,5.67,2026-01-19 00:40:15,0.46614,0.46614,,0.46614,,,,,,,,,,,,,
MELANIAUSDT,9.96,2026-01-19 00:57:15,0.1692,0.1692,,0.1692,,,,,,,,,,,,,
XAUUSDT,7.6,2026-01-19 01:02:15,4632.84,4632.84,,4632.84,,,,,,,,,,,,,
PAXGUSDT,9.09,2026-01-19 01:02:17,4648.52,4648.52,,4648.52,,,,,,,,,,,,,
XAGUSDT,6.68,2026-01-19 01:04:17,91.89,91.89,,91.89,,,,,,,,,,,,,
ASRUSDT,5.82,2026-01-19 01:32:16,1.815,1.815,,1.815,,,,,,,,,,,,,
SANTOSUSDT,5.26,2026-01-19 01:41:15,2.431,2.431,,2.431,,,,,,,,,,,,,
