ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
NEIROUSDT,5.37,2026-01-21 16:20:17,0.0001221,0.0001221,,0.0001221,,,,,,,,,,,,,
AIXBTUSDT,7.44,2026-01-21 16:23:16,0.03009,0.03009,,0.03009,,,,,,,,,,,,,
TONUSDT,5.98,2026-01-21 16:23:17,1.5602,1.5602,,1.5602,,,,,,,,,,,,,
SYRUPUSDT,9.72,2026-01-21 16:27:16,0.33765,0.33765,,0.33765,,,,,,,,,,,,,
EIGENUSDT,6.13,2026-01-21 16:31:16,0.3421,0.3421,,0.3421,,,,,,,,,,,,,
BROCCOLI714USDT,6.64,2026-01-21 16:52:17,0.02019,0.02019,,0.02019,,,,,,,,,,,,,
USUALUSDT,6.53,2026-01-21 16:56:15,0.02891,0.02891,,0.02891,,,,,,,,,,,,,
RENDERUSDT,5.33,2026-01-21 16:57:15,2.05,2.05,,2.05,,,,,,,,,,,,,
NFPUSDT,13.81,2026-01-21 17:00:16,0.02516,0.02516,,0.02516,,,,,,,,,,,,,
DEXEUSDT,13.01,2026-01-21 17:01:16,3.061,3.061,,3.061,,,,,,,,,,,,,
ALLUSDT,5.01,2026-01-21 17:02:16,0.6209,0.6209,,0.6209,,,,,,,,,,,,,
METUSDT,5.65,2026-01-21 17:06:16,0.2795,0.2795,,0.2795,,,,,,,,,,,,,
JELLYJELLYUSDT,5.08,2026-01-21 17:06:17,0.0634,0.0634,,0.0634,,,,,,,,,,,,,
PIPPINUSDT,5.21,2026-01-21 17:14:16,0.38393,0.38393,,0.38393,,,,,,,,,,,,,
JUPUSDT,5.28,2026-01-21 17:18:17,0.2004,0.2004,,0.2004,,,,,,,,,,,,,
PIEVERSEUSDT,7.53,2026-01-21 17:23:16,0.5504,0.5504,,0.5504,,,,,,,,,,,,,
SYSUSDT,6.03,2026-01-21 17:37:16,0.02009,0.02009,,0.02009,,,,,,,,,,,,,
USELESSUSDT,7.64,2026-01-21 17:44:15,0.0738,0.0738,,0.0738,,,,,,,,,,,,,
ALGOUSDT,5.0,2026-01-21 17:45:16,0.1209,0.1209,,0.1209,,,,,,,,,,,,,
JSTUSDT,9.31,2026-01-21 17:52:17,0.04507,0.04507,,0.04507,,,,,,,,,,,,,
IOTXUSDT,6.3,2026-01-21 18:06:16,0.00782,0.00782,,0.00782,,,,,,,,,,,,,
ATAUSDT,7.5,2026-01-21 18:26:15,0.0179,0.0179,,0.0179,,,,,,,,,,,,,
