ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
ALGOUSDT,9.87,2026-01-29 02:00:15,0.1257,0.1257,,0.1257,,,,,,,,,,,,,
SAHARAUSDT,56.18,2026-01-29 02:01:16,0.02637,0.02637,,0.02637,,,,,,,,,,,,,
ANKRUSDT,53.72,2026-01-29 02:01:17,0.006199,0.006199,,0.006199,,,,,,,,,,,,,
HOLOUSDT,5.91,2026-01-29 02:02:16,0.07417,0.07417,,0.07417,,,,,,,,,,,,,
CTKUSDT,7.13,2026-01-29 02:06:16,0.2482,0.2482,,0.2482,,,,,,,,,,,,,
WETUSDT,5.36,2026-01-29 02:24:16,0.11936,0.11936,,0.11936,,,,,,,,,,,,,
IPUSDT,11.82,2026-01-29 02:47:16,2.136,2.136,,2.136,,,,,,,,,,,,,
RECALLUSDT,12.32,2026-01-29 02:49:15,0.0793,0.0793,,0.0793,,,,,,,,,,,,,
NEWTUSDT,12.35,2026-01-29 03:34:16,0.1083,0.1083,,0.1083,,,,,,,,,,,,,
BUSDT,8.59,2026-01-29 04:38:17,0.2014,0.2014,,0.2014,,,,,,,,,,,,,
RLSUSDT,5.5,2026-01-29 04:47:15,0.008992,0.008992,,0.008992,,,,,,,,,,,,,
UBUSDT,7.2,2026-01-29 04:52:16,0.03537,0.03537,,0.03537,,,,,,,,,,,,,
DEXEUSDT,5.03,2026-01-29 05:05:16,3.126,3.126,,3.126,,,,,,,,,,,,,
NXPCUSDT,20.02,2026-01-29 05:39:16,0.3746,0.3746,,0.3746,,,,,,,,,,,,,
SPORTFUNUSDT,6.41,2026-01-29 06:23:16,0.05541,0.05541,,0.05541,,,,,,,,,,,,,
BULLAUSDT,5.29,2026-01-29 07:40:16,0.04515,0.04515,,0.04515,,,,,,,,,,,,,
DODOXUSDT,7.78,2026-01-29 08:03:16,0.019462,0.019462,,0.019462,,,,,,,,,,,,,
SENTUSDT,20.73,2026-01-29 08:16:16,0.02733,0.02733,,0.02733,,,,,,,,,,,,,
AGTUSDT,6.76,2026-01-29 08:38:16,0.003662,0.003662,,0.003662,,,,,,,,,,,,,
