ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
SOMIUSDT,12.18,2026-01-28 02:01:16,0.2601,0.2601,,0.2601,,,,,,,,,,,,,
AUCTIONUSDT,5.02,2026-01-28 02:02:16,6.37,6.37,,6.37,,,,,,,,,,,,,
ELSAUSDT,5.68,2026-01-28 02:04:16,0.12461,0.12461,,0.12461,,,,,,,,,,,,,
PIEVERSEUSDT,5.59,2026-01-28 02:10:16,0.6196,0.6196,,0.6196,,,,,,,,,,,,,
FLUIDUSDT,6.71,2026-01-28 02:27:17,2.959,2.959,,2.959,,,,,,,,,,,,,
BLESSUSDT,6.33,2026-01-28 02:52:16,0.0083,0.0083,,0.0083,,,,,,,,,,,,,
DOODUSDT,6.69,2026-01-28 03:24:16,0.005213,0.005213,,0.005213,,,,,,,,,,,,,
FOGOUSDT,5.35,2026-01-28 04:38:16,0.04341,0.04341,,0.04341,,,,,,,,,,,,,
BANKUSDT,7.54,2026-01-28 04:51:17,0.05245,0.05245,,0.05245,,,,,,,,,,,,,
BANUSDT,18.01,2026-01-28 06:33:18,0.08029,0.08029,,0.08029,,,,,,,,,,,,,
ONDOUSDT,9.21,2026-01-28 15:48:22,0.3518,0.3518,,0.3518,,,,,,,,,,,,,
CLANKERUSDT,5.56,2026-01-28 15:50:17,37.68,37.68,,37.68,,,,,,,,,,,,,
0GUSDT,5.14,2026-01-28 16:04:26,0.873,0.873,,0.873,,,,,,,,,,,,,
SSVUSDT,5.55,2026-01-28 16:43:17,4.312,4.312,,4.312,,,,,,,,,,,,,
AIAUSDT,6.82,2026-01-28 17:11:17,0.19239,0.19239,,0.19239,,,,,,,,,,,,,
THEUSDT,5.56,2026-01-28 18:01:17,0.2708,0.2708,,0.2708,,,,,,,,,,,,,
PUMPBTCUSDT,13.29,2026-01-28 18:02:17,0.02539,0.02539,,0.02539,,,,,,,,,,,,,
GRASSUSDT,5.01,2026-01-28 19:45:16,0.2796,0.2796,,0.2796,,,,,,,,,,,,,
METISUSDT,5.92,2026-01-28 23:03:19,5.637,5.637,,5.637,,,,,,,,,,,,,
WLDUSDT,21.22,2026-01-28 23:09:17,0.5474,0.5474,,0.5474,,,,,,,,,,,,,
PLAYUSDT,21.22,2026-01-28 23:09:17,0.5474,0.5474,,0.5474,,,,,,,,,,,,,

