ticker,volume,time,buy\short_price,min_price,min_price_time,max_price,max_price_time,RPS_(30%)_SL_1%,RPS_(30%)_SL_2%,RPS_(30%)_SL_3%,RPS_(30%)_SL_4%,RPS_(30%)_SL_5%,max_loss_%,RPB_(30%)_SL_1%,RPB_(30%)_SL_2%,RPB_(30%)_SL_3%,RPB_(30%)_SL_4%,RPB_(30%)_SL_5%,max_proffit_%
IRUSDT,5.56,2026-02-01 02:21:17,0.06767,0.06767,,0.06767,,,,,,,,,,,,,
TAUSDT,11.51,2026-02-01 02:27:17,0.04355,0.04355,,0.04355,,,,,,,,,,,,,
VELVETUSDT,9.75,2026-02-01 02:55:18,0.11871,0.11871,,0.11871,,,,,,,,,,,,,
ZKPUSDT,44.14,2026-02-01 02:55:19,0.1017,0.1017,,0.1017,,,,,,,,,,,,,
HANAUSDT,5.72,2026-02-01 03:04:16,0.03221,0.03221,,0.03221,,,,,,,,,,,,,
BTRUSDT,6.29,2026-02-01 03:16:18,0.16314,0.16314,,0.16314,,,,,,,,,,,,,
ZORAUSDT,9.6,2026-02-01 03:34:17,0.02603,0.02603,,0.02603,,,,,,,,,,,,,
ZKUSDT,20.02,2026-02-01 03:37:17,0.02472,0.02472,,0.02472,,,,,,,,,,,,,
FRAXUSDT,5.58,2026-02-01 04:33:17,0.8771,0.8771,,0.8771,,,,,,,,,,,,,
ZBTUSDT,6.94,2026-02-01 04:38:17,0.0908,0.0908,,0.0908,,,,,,,,,,,,,
MEGAUSDT,7.09,2026-02-01 04:51:17,0.16773,0.16773,,0.16773,,,,,,,,,,,,,
INUSDT,8.92,2026-02-01 05:09:18,0.0653,0.0653,,0.0653,,,,,,,,,,,,,
OPENUSDT,20.97,2026-02-01 05:35:18,0.168,0.168,,0.168,,,,,,,,,,,,,
TACUSDT,10.71,2026-02-01 05:48:17,0.004435,0.004435,,0.004435,,,,,,,,,,,,,
SOPHUSDT,6.21,2026-02-01 06:16:18,0.012645,0.012645,,0.012645,,,,,,,,,,,,,
FUSDT,8.88,2026-02-01 07:11:17,0.006388,0.006388,,0.006388,,,,,,,,,,,,,
ANIMEUSDT,8.44,2026-02-01 07:32:18,0.006362,0.006362,,0.006362,,,,,,,,,,,,,
DOODUSDT,13.8,2026-02-01 09:08:16,0.004484,0.004484,,0.004484,,,,,,,,,,,,,
SONICUSDT,5.34,2026-02-01 09:09:16,0.05202,0.05202,,0.05202,,,,,,,,,,,,,
TURTLEUSDT,5.9,2026-02-01 10:24:18,0.05229,0.05229,,0.05229,,,,,,,,,,,,,
