symbol,open,close,high,low,quote_volume,taker_buy_base_volume,taker_buy_quote_volume,trades,open_time
MTLUSDT,0.3017,0.3019,0.3021,0.3015,192.1998,294.0,88.698,20,1770002160000
BNBUSDT,747.11,746.88,747.59,746.03,1308898.6669,1135.0,847467.5758,3499,1770002160000
ZECUSDT,302.44,302.16,302.53,301.81,647360.9096,767.934,232030.27506,3088,1770002160000
RVNUSDT,0.00603,0.00604,0.00604,0.00603,5622.36949,911283.0,5495.13649,37,1770002160000
ALGOUSDT,0.0999,0.1,0.1,0.0997,41471.10271,167318.8,16704.21056,238,1770002160000
ANKRUSDT,0.004931,0.004931,0.004934,0.004926,2003.59655,180617.0,890.842727,49,1770002160000
ZILUSDT,0.004,0.004,0.00401,0.004,5092.50342,377591.0,1510.37942,31,1770002160000
COMPUSDT,19.21,19.2,19.21,19.18,8391.08536,200.771,3853.94833,75,1770002160000
KAVAUSDT,0.0618,0.0619,0.0619,0.0618,2617.44546,27129.7,1679.32843,60,1770002160000
C98USDT,0.0189,0.0188,0.0189,0.0188,3755.5542,14010.0,264.789,34,1770002160000
NEOUSDT,3.145,3.136,3.145,3.125,97521.38188,5833.0,18272.97108,939,1770002160000
ENJUSDT,0.02344,0.02348,0.02348,0.02341,22756.71876,929940.0,21790.39243,112,1770002160000
OGNUSDT,0.0235,0.0234,0.0235,0.0234,177.0059,5231.0,122.9285,12,1770002160000
FLOWUSDT,0.05545,0.05564,0.05566,0.05543,4900.481933,73660.3,4090.842397,165,1770002160000
KSMUSDT,5.298,5.303,5.309,5.292,6552.2408,842.5,4465.0399,153,1770002160000
CHRUSDT,0.0293,0.0293,0.0294,0.0293,101.8644,1934.0,56.8596,7,1770002160000
CTSIUSDT,0.0272,0.0272,0.0272,0.0271,2092.1765,837.0,22.7664,33,1770002160000
PEOPLEUSDT,0.00737,0.00738,0.00738,0.00737,4098.68103,554344.0,4089.1811,33,1770002160000
VETUSDT,0.008092,0.008097,0.008104,0.008082,35828.384717,3032082.0,24539.285275,519,1770002160000
STORJUSDT,0.1058,0.106,0.106,0.1057,10825.0027,62571.0,6630.7972,65,1770002160000
YFIUSDT,2750.0,2751.0,2751.0,2748.0,1322.517,0.216,593.842,40,1770002160000
SANDUSDT,0.09833,0.0984,0.09842,0.09822,12869.8849,58676.0,5768.75658,502,1770002160000
