symbol,open,close,high,high_std,low,low_std,total_volume,quote_volume_1m_avg,quote_volume_std,taker_buy_base_volume_1m_avg,taker_buy_base_volume_std,taker_buy_quote_volume_1m_avg,taker_buy_quote_volume_std,trades_1m_avg,trades_std,volatility_1m_avg,volatility_std
0GUSDT,0.6581,0.6491,0.6583,0.0028402406035665977,0.6432,0.0027392625507668745,1220210.0879,20681.526913559323,15357.683919837335,16622.661016949154,15892.367283797252,10802.742166101696,10324.313793179479,369.0169491525424,174.23087056976266,0.0023127906452625763,0.0011176915302911195
1000000BOBUSDT,0.01422,0.01408,0.01422,5.128563393201097e-05,0.01393,5.9393978249062903e-05,28653.69901,485.6559154237288,1232.569712339369,7078.1016949152545,9089.78806265375,99.72256983050848,127.74854016908361,12.305084745762711,15.762520187619367,0.0021033069928084527,0.0020700499195253717
1000000MOGUSDT,0.1913,0.1891,0.1923,0.0009385934301488786,0.1875,0.0008743859831090803,64683.58185,1078.0596975,1441.9866369920376,2208.54,4494.976973421913,419.0542628333333,852.6367253640193,12.316666666666666,11.403971456109112,0.0016336433599404697,0.0014145823861884568
1000BONKUSDT,0.007108,0.007079,0.007156,3.4331287306705825e-05,0.006989,3.393288074243301e-05,2276353.740859,37939.22901431667,34453.54606632394,2619379.966666667,2572444.238084327,18507.568776516666,18184.676669080636,288.98333333333335,160.5453092671462,0.0022669101665632723,0.0011743724505192741
1000CATUSDT,0.002116,0.002097,0.002121,8.446575209418413e-06,0.002078,8.138820275705064e-06,70214.192843,1170.2365473833333,1551.3835239966852,278762.48333333334,441188.4768176687,584.6721742833334,926.2375648904474,19.5,14.141536367999683,0.0016931302122769737,0.0010972386720457202
1000CHEEMSUSDT,0.000617,0.0006179,0.0006228,2.3787542435931244e-06,0.0006112,2.308282189565847e-06,114043.6220224,1900.7270337066666,1450.6621724419379,1620267.5166666666,1265227.7656524729,1000.2424266883334,781.5223698620181,63.28333333333333,28.251948585364094,0.0026150043558667646,0.0011489230281034799
1000FLOKIUSDT,0.03466,0.03432,0.03479,0.0001648634942957753,0.03393,0.00016222490839557817,597947.94588,9965.799098,8339.44604805369,130851.46666666666,128240.37964478873,4494.413461166667,4407.284164199222,138.95,78.63764247203319,0.0022130466746357155,0.0012636466918821898
1000LUNCUSDT,0.03739,0.03642,0.03754,0.0001990181407283849,0.03598,0.0001925167833317582,1369748.73131,22829.145521833332,16267.822055353676,326627.75,296116.5199376544,11921.795872666667,10907.565273985554,270.31666666666666,122.08950477064458,0.003419797625831368,0.0016435180672082338
1000PEPEUSDT,0.004255,0.004219,0.0042708,2.999505886803979e-05,0.004137,3.018074417917866e-05,20173112.5191196,336218.5419853267,233435.0174879407,41459394.733333334,31887117.997219652,174123.992686155,134340.76156551638,2034.3833333333334,1050.3521135454428,0.0027701777900489117,0.0013352463294248804
1000RATSUSDT,0.06249,0.06228,0.06306,0.0002473073067153566,0.06204,0.0002432050586747188,196459.96981,3274.332830166667,4822.050753831037,30532.6,62034.11247080656,1907.3898866666668,3867.6369029387497,70.15,35.24001240885524,0.0021127657037199802,0.0011434724121396228
1000SATSUSDT,1.25e-05,1.24e-05,1.26e-05,4.6910179830729385e-08,1.23e-05,4.971671160112457e-08,279999.7810662,4666.66301777,10984.180127187066,191190735.9,525078439.3825992,2381.697317568333,6545.791357802506,67.95,32.74214875485031,0.008596896165582266,0.0032767514295053888
1000SHIBUSDT,0.006688,0.006651,0.006716,2.6562552758338993e-05,0.006576,2.6614235178270158e-05,2713623.10676,45227.051779333335,41221.29919980733,3409471.65,3413521.852847796,22664.419556983335,22728.433621282267,250.08333333333334,141.04204105383886,0.001879072976377761,0.0010167066112661083
1000WHYUSDT,1.28e-05,1.28e-05,1.3e-05,6.992732304667753e-08,1.25e-05,8.252717408997264e-08,54866.6301758,914.4438362633333,2707.4864525307275,28330175.7,92321510.87328973,362.998818485,1175.4447072138498,11.7,19.545080442186098,0.006489282442948197,0.003843581541020373
1000XECUSDT,0.00893,0.00887,0.00894,3.207116028512034e-05,0.00878,3.371323065065019e-05,32946.39495,549.1065825000001,922.5467524647664,30710.2,52223.58979533927,272.4176596666667,464.13061629817224,10.233333333333333,10.7866311900138,0.001166666859968309,0.0009297266338943901
1INCHUSDT,0.1154,0.115,0.1167,0.00047159723790779603,0.1144,0.0004135385402762174,1285603.2662,21426.721103333333,27901.37759467234,85231.98333333334,115863.34551347974,9843.694198333333,13376.33667991813,143.5,109.37673969560753,0.003145467222319041,0.0019696721667547094
