symbol,open,close,high,high_std,low,low_std,total_volume,quote_volume_1m_avg,quote_volume_std,taker_buy_base_volume_1m_avg,taker_buy_base_volume_std,taker_buy_quote_volume_1m_avg,taker_buy_quote_volume_std,trades_1m_avg,trades_std,volatility_1m_avg,volatility_std
0GUSDT,0.6463,0.6521,0.6599,0.0032515897893480184,0.6453,0.003157472975849565,1004685.9153,16744.765255,17755.082557094705,12684.933333333332,15748.586644001285,8291.666925,10318.358339679335,272.6666666666667,150.90413015280643,0.0025999227498177996,0.0012039641971453546
1000000BOBUSDT,0.01397,0.01411,0.01416,4.947064415154139e-05,0.01396,4.44663905326896e-05,9642.72291,160.7120485,149.2654022660974,5202.433333333333,4823.361474193538,73.1782905,67.8560469452037,8.316666666666666,5.080676808866925,0.002096689145458818,0.0016756464880391426
1000000MOGUSDT,0.1873,0.1887,0.1907,0.0007096589456978856,0.1868,0.0006894093926938108,106891.46434,1781.5244056666668,2251.5848980990313,5589.806666666667,9321.433085170473,1054.2976811666667,1761.459721443405,17.016666666666666,17.784483492846924,0.0018311037878685204,0.0015309019570608484
1000BONKUSDT,0.007012,0.007054,0.007148,2.9088681861325347e-05,0.007011,2.707770780341268e-05,2069583.982167,34493.066369449996,39875.456727017736,2494608.033333333,3802604.1482628225,17651.197831999998,26976.072914643082,264.95,170.77514456149646,0.002546478581092063,0.0013111827987587787
1000CATUSDT,0.00207,0.002092,0.002109,8.496592869820091e-06,0.002069,8.561574911880988e-06,55099.306752,918.3217791999999,969.8304937678956,255355.58333333334,377465.0452122166,533.8008803333333,789.6505755415197,21.116666666666667,12.120988473797048,0.001801652206234625,0.0008707648935655008
1000CHEEMSUSDT,0.0006144,0.0006272,0.0006296,3.861987354676787e-06,0.0006141,3.882658824571419e-06,120923.8869094,2015.3981151566666,1973.1533305449475,1752904.5166666666,2052911.3557543517,1094.4597558300002,1285.4741832401714,62.03333333333333,37.71569230874178,0.0026793943508366847,0.0011750284660629556
1000FLOKIUSDT,0.03394,0.03419,0.03461,0.0001464158422782734,0.03393,0.00013927526295095011,611400.54198,10190.009033,10225.219055857602,156410.28333333333,203825.8776319724,5356.734109333333,6993.214598199368,111.2,66.18638295099372,0.002424761847313706,0.001165291531382475
1000LUNCUSDT,0.0365,0.03758,0.03777,0.0003987814773364821,0.03645,0.0003705794439709021,789433.03036,13157.217172666666,8130.921594619946,187851.51666666666,153152.05636644553,6986.218910166667,5729.070175314752,183.56666666666666,79.03579250678226,0.003406249317807297,0.001497634035191096
1000PEPEUSDT,0.004188,0.0042081,0.0042695,1.7051088405706102e-05,0.0041771,1.6522166586152037e-05,15322706.972840201,255378.4495473367,195839.17578823163,32004724.75,26840116.11941163,134906.71926851498,113305.05695758895,1683.6333333333334,985.8316624387077,0.0030443216708341517,0.0013079616345105514
1000RATSUSDT,0.06253,0.06238,0.06327,0.00024327543618932404,0.06222,0.00022684342144551207,167980.99425,2799.6832375,4533.257391453824,17215.75,21915.976667158222,1079.5587443333334,1373.16027445507,40.86666666666667,33.211937136541465,0.00206908298686326,0.0012519801543255198
