symbol,volume_10m
0GUSDT,723437.2143
1000000BOBUSDT,6537.94088
1000000MOGUSDT,22038.81061
1000BONKUSDT,471962.676735
1000CATUSDT,18079.114698999998
1000CHEEMSUSDT,56130.2914433
1000FLOKIUSDT,171928.84673
1000LUNCUSDT,212345.47275000002
1000PEPEUSDT,3899322.7853293
1000RATSUSDT,76568.15194000001
1000SATSUSDT,14097.005745299999
1000SHIBUSDT,781933.011125
1000WHYUSDT,3392.9541391000002
1000XECUSDT,9392.97812
1INCHUSDT,211226.9394
1MBABYDOGEUSDT,61698.0441787
2ZUSDT,73426.41014
4USDT,41391.375289999996
A2ZUSDT,10354.933264000001
AAVEUSDT,781382.223
ACEUSDT,12654.680943000001
ACHUSDT,38025.835313999996
ACTUSDT,51037.85615
ACUUSDT,146386.87404999998
ACXUSDT,8419.43493
ADAUSDT,2784021.9098
AERGOUSDT,15304.77698
AEROUSDT,57844.59731
AEVOUSDT,9585.562602
AGLDUSDT,13953.9556
AGTUSDT,24141.910939
AIAUSDT,55518.923070000004
AINUSDT,2587.36217
AIOTUSDT,9710.8001
AIOUSDT,7482.81126
AIUSDT,15184.38444
AIXBTUSDT,71732.81632
AKEUSDT,5996.5163973
AKTUSDT,21354.45972
ALCHUSDT,26292.67726
ALGOUSDT,331939.47913
ALICEUSDT,155838.7383
ALLOUSDT,34858.6408
ALLUSDT,22527.2881
ALPINEUSDT,12962.62674
ALTUSDT,43544.681150000004
ANIMEUSDT,122802.313799
ANKRUSDT,16811.412159
APEUSDT,122633.6327
API3USDT,35352.67074
APRUSDT,16367.99427
APTUSDT,440546.35737
ARBUSDT,1046533.9831000001
ARCUSDT,91860.46518
ARIAUSDT,1953.15864
ARKMUSDT,124741.5784
ARKUSDT,68157.8429
ARPAUSDT,81520.32264
ARUSDT,135633.0982
ASRUSDT,21173.4371
ASTERUSDT,1144760.0777
ASTRUSDT,66160.195451
ATAUSDT,12031.0666
ATHUSDT,44094.88454
ATOMUSDT,285994.82729
ATUSDT,70893.25479
AUCTIONUSDT,82746.28988
AUSDT,55111.5455
AVAAIUSDT,796764.30062
AVAUSDT,8599.09721
AVAXUSDT,2149019.239
AVNTUSDT,160827.8639
AWEUSDT,19987.25429
AXLUSDT,129808.82612
AXSUSDT,1245126.235
B2USDT,22112.538
B3USDT,8359.157279
BABYUSDT,26906.58307
BANANAS31USDT,32547.744467
BANANAUSDT,26557.8622
BANDUSDT,31404.82144
BANKUSDT,7951.01256
BANUSDT,20728.60915
BARDUSDT,60789.385800000004
BASUSDT,20972.985873999998
BATUSDT,91872.31648
BBUSDT,45353.35728
BCHUSDT,2028417.58277
BDXNUSDT,5123.20631
BEAMXUSDT,37623.136457
BEATUSDT,125250.9673
BELUSDT,8255.4107
BERAUSDT,199394.69308
BICOUSDT,12626.35153
BIGTIMEUSDT,23097.36915
BIOUSDT,102689.35721999999
BIRBUSDT,456153.30372
BLESSUSDT,15232.76165
BLUAIUSDT,61216.850277
BLURUSDT,79778.20767999999
BMTUSDT,9825.84439
BNBUSDT,12137513.5703
BNTUSDT,13363.5723
BOBUSDT,25924.451961
BOMEUSDT,100502.664293
BRETTUSDT,47412.06029
BREVUSDT,187211.8708
BROCCOLI714USDT,46010.652740000005
BROCCOLIF3BUSDT,5814.478229
BRUSDT,2788.71817
BSVUSDT,73059.781
BTCDOMUSDT,165522.8848
BTCUSDT,195292742.6944
BTRUSDT,163783.98093
BULLAUSDT,3243229.58136
BUSDT,12405.496299999999
C98USDT,186434.7439
CAKEUSDT,205032.0104
CARVUSDT,14373.2
CATIUSDT,6859.8018
CCUSDT,244252.95454
CELOUSDT,95191.2206
CELRUSDT,17013.73918
CETUSUSDT,10171.094200000001
CFXUSDT,92202.16292
CGPTUSDT,32610.28679
CHESSUSDT,3518.07052
CHILLGUYUSDT,4960.40189
CHRUSDT,21037.7387
CHZUSDT,391465.43737
CKBUSDT,25948.791559
CLANKERUSDT,146309.9034
CLOUSDT,69400.8388
COAIUSDT,26431.4701
COLLECTUSDT,208660.03623
COMPUSDT,116593.72630000001
COOKIEUSDT,59782.26475
COSUSDT,5434.45123
COTIUSDT,37570.62382
COWUSDT,20256.5
CROSSUSDT,21640.4991
CRVUSDT,868674.7314
CTKUSDT,3655.749
CTSIUSDT,15210.1155
CUSDT,12561.91993
CVCUSDT,28060.35455
CVXUSDT,18477.901
CYBERUSDT,36069.4397
CYSUSDT,830199.8714000001
DAMUSDT,10488.36241
DASHUSDT,943488.97558
DEEPUSDT,64077.61557
DEGENUSDT,13472.32531
DEGOUSDT,6278.47829
DENTUSDT,31659.708704
DEXEUSDT,13604.51952
DFUSDT,6230.31645
DIAUSDT,10016.0151
DODOXUSDT,8441.492326
DOGEUSDT,12095894.25358
DOGSUSDT,40699.909176
DOLOUSDT,44912.46091
DOODUSDT,15501.711714
DOTUSDT,1113594.1616
DRIFTUSDT,38857.0491
DUSDT,17762.09157
DUSKUSDT,211106.16269
DYDXUSDT,186571.09999999998
DYMUSDT,17309.884616
EDENUSDT,28098.81692
EDUUSDT,80196.2484
EGLDUSDT,69178.9464
EIGENUSDT,290934.59303
ELSAUSDT,145676.76721000002
ENAUSDT,1680682.008
ENJUSDT,22675.70667
ENSOUSDT,511373.50316
ENSUSDT,136964.0222
EPICUSDT,6873.1156599999995
ERAUSDT,42010.6529
ESPORTSUSDT,26603.9637
ETCUSDT,433163.41252
ETHBTC,23.67979786
ETHFIUSDT,196947.47384
ETHUSDT,269089464.81394005
ETHWUSDT,3381.7342
EULUSDT,14349.0156
EVAAUSDT,12665.47653
FARTCOINUSDT,852160.85969
FETUSDT,239159.8688
FFUSDT,78894.29461
FHEUSDT,145790.05149
FIDAUSDT,16260.70096
FIGHTUSDT,441101.462567
FILUSDT,1287955.4435999999
FIOUSDT,8622.42705
FLOCKUSDT,16967.1373
FLOWUSDT,38518.126176
FLUIDUSDT,35537.4124
FLUXUSDT,5131.8419
FOGOUSDT,247600.43611
FOLKSUSDT,84061.749
FORMUSDT,61985.662299999996
FORTHUSDT,15715.2993
FRAXUSDT,151398.7376
FUNUSDT,81896.874502
FUSDT,314236.305187
GALAUSDT,377801.08328
GASUSDT,214002.86800000002
GHSTUSDT,5738.3926
GIGGLEUSDT,162289.2966
GLMUSDT,39483.75662
GMTUSDT,222080.90607
GMXUSDT,14819.466579999998
GOATUSDT,12484.820889999999
GPSUSDT,21723.790911
GRASSUSDT,29388.1449
GRIFFAINUSDT,20018.845
GRTUSDT,60563.11955
GTCUSDT,16353.3449
GUAUSDT,9050.86342
GUNUSDT,80865.34329
GUSDT,20388.007925
GWEIUSDT,185441.802772
HAEDALUSDT,14156.660489999998
HANAUSDT,712499.09612
HBARUSDT,682990.29993
HEIUSDT,11126.93811
HEMIUSDT,54050.15223
HFTUSDT,44452.41088
HIGHUSDT,15379.79371
HIPPOUSDT,14860.930107
HIVEUSDT,20168.53646
HMSTRUSDT,24153.3441813
HOLOUSDT,41503.38812
HOMEUSDT,27788.567292
HOOKUSDT,6268.916466000001
HOTUSDT,25245.089202000003
HUMAUSDT,32334.72894
HUSDT,216984.69676
HYPERUSDT,85589.7831
HYPEUSDT,8320222.79487
ICNTUSDT,65168.5622
ICPUSDT,434224.067
ICXUSDT,33447.508499999996
IDOLUSDT,5801.22571
IDUSDT,27617.55794
ILVUSDT,13742.718
IMXUSDT,89450.0554
INITUSDT,37564.3851
INJUSDT,231395.33610000001
INUSDT,13761.16958
INXUSDT,112725.701781
IOSTUSDT,61258.20646
IOTAUSDT,76441.58531
IOTXUSDT,15157.0111
IOUSDT,43973.83271
IPUSDT,389144.442
IRUSDT,8537.906790000001
IRYSUSDT,96487.837499
JASMYUSDT,153026.138123
JCTUSDT,17657.847123
JELLYJELLYUSDT,28732.25603
JOEUSDT,5485.91618
JSTUSDT,29650.076669
JTOUSDT,138599.313
JUPUSDT,672649.0975
KAIAUSDT,81358.21446
KAITOUSDT,116409.25049
KASUSDT,113910.52751
KAVAUSDT,25571.87857
KERNELUSDT,26985.75121
KGENUSDT,23197.24388
KITEUSDT,157192.56849
KMNOUSDT,14579.03494
KNCUSDT,14064.1955
KOMAUSDT,5805.32885
KSMUSDT,40690.8252
LABUSDT,4784.85929
LAUSDT,37979.19666
LAYERUSDT,146005.77291
LDOUSDT,256932.2267
LIGHTUSDT,434594.616
LINEAUSDT,313846.638665
LINKUSDT,2561456.2615
LISTAUSDT,15700.4453
LITUSDT,261929.3951
LPTUSDT,59603.7134
LQTYUSDT,16974.68367
LRCUSDT,27710.07921
LSKUSDT,23616.8724
LTCUSDT,2019628.00865
LUMIAUSDT,6549.66007
LUNA2USDT,142980.5645
LYNUSDT,6741.74226
MAGICUSDT,51120.45401
MAGMAUSDT,8741.26928
MANAUSDT,156100.1905
MANTAUSDT,53118.99798
MASKUSDT,66211.819
MAVIAUSDT,5572.98021
MAVUSDT,15295.676879999999
MBOXUSDT,9751.96098
MEGAUSDT,38621.25387
MELANIAUSDT,176564.506525
MEMEUSDT,120430.909426
MERLUSDT,144865.38863
METISUSDT,19225.17684
METUSDT,158962.542
MEUSDT,76101.89083
MEWUSDT,40425.136345
MINAUSDT,108652.2188
MIRAUSDT,46439.9012
MITOUSDT,7442.36783
MLNUSDT,10658.12054
MMTUSDT,80037.9842
MOCAUSDT,18480.754259999998
MONUSDT,141843.64666
MOODENGUSDT,121153.24498
MORPHOUSDT,58846.6589
MOVEUSDT,80374.30782
MOVRUSDT,15300.333349999999
MTLUSDT,10045.637
MUBARAKUSDT,16418.42169
MUSDT,44579.536
MYXUSDT,183851.615
NAORISUSDT,18290.41408
NEARUSDT,893314.172
NEIROUSDT,157071.84829
NEOUSDT,115434.12924
NEWTUSDT,47814.8067
NFPUSDT,28077.082379
NIGHTUSDT,65835.06337999999
NILUSDT,8775.24735
NKNUSDT,13113.32524
NMRUSDT,53072.6106
NOMUSDT,143389.701822
NOTUSDT,30554.0679954
NTRNUSDT,9273.33808
NXPCUSDT,38738.5496
OGNUSDT,43086.8777
OGUSDT,12763.8441
OLUSDT,1998.32648
OMUSDT,226955.453732
ONDOUSDT,503029.93943
ONEUSDT,21661.92054
ONGUSDT,28809.78028
ONTUSDT,68384.21186
ONUSDT,11385.29356
OPENUSDT,44367.1353
OPUSDT,690679.70212
ORCAUSDT,25337.9467
ORDERUSDT,12954.853340000001
ORDIUSDT,231124.08229999998
OXTUSDT,5261.20847
PARTIUSDT,38139.71281
PAXGUSDT,3789853.23603
PENDLEUSDT,272197.7571
PENGUUSDT,564573.171266
PEOPLEUSDT,38753.54915
PHAUSDT,9325.44021
PHBUSDT,23198.6284
PIEVERSEUSDT,25781.2068
PIPPINUSDT,793189.93044
PIXELUSDT,14931.94089
PLAYUSDT,90059.91685000001
PLUMEUSDT,73243.48094000001
PNUTUSDT,152481.30696000002
POLUSDT,304472.1776
POLYXUSDT,39629.35048
POPCATUSDT,56039.184499999996
PORTALUSDT,11934.427727
POWERUSDT,17775.783519999997
POWRUSDT,23168.80845
PROMPTUSDT,33695.619289999995
PROMUSDT,28053.1395
PROVEUSDT,27386.79347
PTBUSDT,42755.157823
PUFFERUSDT,5327.879800000001
PUMPBTCUSDT,8156.86428
PUMPUSDT,3890091.458252
PUNDIXUSDT,30888.7631
PYTHUSDT,100960.25371
QNTUSDT,44813.668
QTUMUSDT,50595.8036
QUSDT,48982.218934000004
RAREUSDT,13577.46262
RAVEUSDT,25303.77891
RAYSOLUSDT,76105.82682
RDNTUSDT,14852.932710000001
RECALLUSDT,7425.0763
REDUSDT,21730.2203
RENDERUSDT,190889.85080000001
RESOLVUSDT,126199.022
REZUSDT,14935.283157
RIFUSDT,22014.94213
RIVERUSDT,3274637.4623
RLCUSDT,14110.411240000001
RLSUSDT,13861.528193
RONINUSDT,23149.16059
ROSEUSDT,258616.04982000001
RPLUSDT,8563.1691
RSRUSDT,38465.246432
RUNEUSDT,75958.85710000001
RVNUSDT,21477.13593
RVVUSDT,118520.449887
SAFEUSDT,6214.6594
SAGAUSDT,41442.913136999996
SAHARAUSDT,48321.82076
SANDUSDT,374695.02563
SANTOSUSDT,7392.0922
